"1,0-nd","2,0-nd","3,0-nd"
563,182,0
37,0,0
161,0,0
416,0,0
43,0,0
237,0,0
60,0,0
72,0,0
258,0,0
73,0,0
205,0,0
934,94,0
60,0,0
680,0,0
29,0,0
2682,1092,0
120,0,0
77,0,0
97,0,0
810,0,0
227,0,0
277,0,0
42,0,0
891,6,0
245,0,0
47,0,0
259,0,0
14,0,0
41,0,0
420,0,0
63,0,0
1252,1190,0
45,0,0
261,0,0
426,0,0
71,0,0
46,0,0
34,0,0
75,0,0
460,0,0
1027,316,0
141,0,0
154,0,0
108,0,0
368,292,0
511,0,0
1479,1496,0
919,0,0
975,16,0
62,0,0
1347,16,0
429,0,0
850,0,0
1075,0,0
128,0,0
1121,204,0
256,0,0
568,314,0
25,0,0
91,0,0
697,0,0
31,0,0
181,0,0
388,60,0
1409,266,0
349,0,0
32,0,0
154,0,0
303,52,0
147,0,0
697,1090,0
108,0,0
394,64,0
138,0,0
559,132,0
302,0,0
182,0,0
192,0,0
135,0,0
25,0,0
45,0,0
218,0,0
57,0,0
32,0,0
690,0,0
136,0,0
38,0,0
222,50,0
406,0,0
37,0,0
122,0,0
112,0,0
1073,232,0
305,0,0
309,0,0
978,1106,0
68,0,0
96,0,0
54,0,0
75,0,0
159,0,0
27,0,0
154,0,0
1154,418,0
152,0,0
459,0,0
793,0,0
129,40,0
28,0,0
958,44,0
45,0,0
110,0,0
640,0,0
660,72,0
26,0,0
39,0,0
441,0,0
86,0,0
122,0,0
282,4,0
369,0,0
227,0,0
168,0,0
409,70,0
91,0,0
233,0,0
1037,214,0
18,0,0
18,0,0
189,0,0
435,286,0
104,0,0
72,0,0
182,0,0
108,0,0
1128,0,0
231,0,0
398,0,0
105,0,0
265,0,0
42,0,0
544,0,0
618,0,0
70,0,0
38,0,0
10,0,0
923,0,0
158,0,0
198,0,0
79,0,0
59,0,0
197,60,0
672,0,0
1415,1316,0
153,0,0
707,0,0
219,0,0
58,0,0
57,0,0
165,0,0
855,0,0
672,376,0
688,0,0
675,0,0
243,0,0
172,0,0
450,16,0
199,12,0
136,0,0
309,0,0
216,0,0
70,0,0
102,0,0
133,0,0
108,0,0
222,0,0
505,200,0
212,16,0
18,0,0
132,0,0
42,0,0
605,0,0
771,104,0
92,0,0
20,0,0
180,0,0
185,0,0
43,0,0
243,26,0
134,0,0
299,202,0
185,0,0
124,0,0
86,0,0
142,0,0
202,0,0
110,0,0
117,0,0
383,0,0
285,0,0
72,0,0
55,0,0
3616,1282,0
710,12,0
277,0,0
539,0,0
11,0,0
557,0,0
703,1230,0
460,0,0
279,0,0
178,0,0
127,0,0
113,28,0
166,0,0
53,0,0
790,350,0
307,0,0
74,0,0
125,0,0
170,0,0
74,0,0
274,46,0
22,0,0
190,0,0
151,0,0
77,0,0
397,0,0
280,0,0
783,172,0
145,0,0
112,0,0
711,202,0
52,0,0
65,0,0
137,0,0
28,0,0
272,0,0
70,0,0
39,0,0
118,0,0
69,0,0
119,0,0
88,0,0
63,0,0
95,0,0
114,0,0
32,0,0
251,0,0
80,0,0
87,0,0
191,0,0
915,104,0
85,0,0
178,0,0
48,0,0
38,0,0
558,28,0
289,0,0
28,0,0
101,0,0
105,0,0
47,0,0
121,0,0
31,0,0
168,0,0
532,8,0
1057,90,0
32,0,0
56,0,0
2440,694,0
72,0,0
690,286,0
270,66,0
48,0,0
203,0,0
180,0,0
765,120,0
38,0,0
673,366,0
368,0,0
27,0,0
36,0,0
65,0,0
78,0,0
71,0,0
9,0,0
544,118,0
590,0,0
121,0,0
648,992,0
351,280,0
347,0,0
978,0,0
90,0,0
1184,1076,141
17,0,0
335,0,0
296,0,0
450,68,0
391,0,0
201,0,0
178,0,0
180,0,0
1191,0,0
137,0,0
1153,398,0
224,8,0
51,0,0
120,0,0
67,0,0
202,0,0
480,0,0
1202,0,0
57,0,0
97,0,0
258,0,0
35,0,0
151,14,0
117,0,0
536,0,0
345,0,0
42,0,0
83,0,0
436,0,0
122,0,0
575,312,0
61,0,0
117,0,0
656,132,0
11,0,0
137,0,0
79,0,0
61,0,0
48,0,0
193,0,0
224,42,0
916,22,0
393,0,0
1547,326,0
57,0,0
12,0,0
122,4,0
30,0,0
59,0,0
120,0,0
2124,1182,60
51,0,0
384,0,0
156,46,0
24,0,0
424,0,0
113,0,0
44,0,0
21,0,0
173,0,0
106,32,0
303,0,0
319,0,0
66,0,0
39,0,0
163,0,0
49,0,0
375,0,0
303,0,0
60,0,0
96,0,0
542,0,0
234,0,0
50,0,0
58,0,0
727,114,0
81,0,0
114,0,0
1285,404,0
179,0,0
436,0,0
27,0,0
720,144,0
779,0,0
44,0,0
290,0,0
114,0,0
94,0,0
215,0,0
160,0,0
57,0,0
50,0,0
348,0,0
13,0,0
352,0,0
1831,1868,0
1304,1534,177
200,0,0
209,0,0
287,194,0
11,0,0
575,8,0
958,0,0
248,0,0
86,0,0
41,0,0
294,0,0
84,0,0
1025,0,0
1521,0,0
393,0,0
170,0,0
306,0,0
51,0,0
32,0,0
10,0,0
556,0,0
267,0,0
855,0,0
313,0,0
140,0,0
122,0,0
244,0,0
55,0,0
284,0,0
50,0,0
37,0,0
74,0,0
20,0,0
81,0,0
258,0,0
63,0,0
90,0,0
81,0,0
2139,1768,0
306,0,0
27,0,0
2956,2072,198
105,4,0
1392,1504,0
100,0,0
221,0,0
128,0,0
322,0,0
238,0,0
611,176,0
83,0,0
418,0,0
60,0,0
90,0,0
256,0,0
126,0,0
6,0,0
42,0,0
466,0,0
581,0,0
371,150,0
493,0,0
164,0,0
75,0,0
309,0,0
59,0,0
1298,74,0
239,0,0
336,0,0
328,0,0
53,0,0
640,88,0
717,1026,0
222,0,0
209,58,0
53,0,0
35,0,0
123,0,0
61,0,0
585,0,0
89,0,0
98,0,0
317,96,0
128,0,0
419,0,0
2463,1724,0
76,0,0
132,0,0
93,0,0
22,0,0
229,0,0
38,0,0
71,0,0
202,0,0
286,6,0
87,0,0
135,0,0
88,0,0
16,0,0
495,1120,0
1350,0,0
375,8,0
216,0,0
276,0,0
331,0,0
44,0,0
1096,56,0
524,0,0
552,120,0
342,0,0
722,0,0
209,8,0
1285,490,0
2217,674,0
151,0,0
167,0,0
138,0,0
79,0,0
44,0,0
42,0,0
327,0,0
10,0,0
32,0,0
78,0,0
40,0,0
176,0,0
1527,260,0
312,0,0
98,0,0
2668,1798,144
150,0,0
87,0,0
252,20,0
128,0,0
77,0,0
338,0,0
311,0,0
488,0,0
738,0,0
2398,528,0
83,0,0
1198,0,0
238,0,0
220,16,0
147,0,0
369,0,0
138,0,0
394,0,0
98,0,0
124,0,0
255,0,0
5,0,0
582,48,0
242,0,0
643,8,0
37,0,0
1522,580,0
61,4,0
422,12,0
1326,72,0
413,0,0
1021,298,0
892,0,0
331,48,0
3804,1926,0
3062,1158,0
185,0,0
484,0,0
93,0,0
36,0,0
296,0,0
163,0,0
285,0,0
30,0,0
74,0,0
209,0,0
234,0,0
99,0,0
585,0,0
376,0,0
3313,1082,75
173,0,0
980,72,0
270,140,0
260,0,0
2520,548,0
175,0,0
122,0,0
89,0,0
46,0,0
62,0,0
54,0,0
87,0,0
98,0,0
70,0,0
87,0,0
441,92,0
1382,646,0
872,24,0
60,0,0
466,4,0
223,42,0
346,0,0
89,0,0
973,198,0
106,0,0
66,0,0
107,0,0
47,0,0
27,0,0
550,0,0
717,0,0
797,70,0
1905,248,0
116,0,0
325,4,0
552,0,0
308,0,0
891,294,0
131,0,0
123,0,0
86,0,0
164,0,0
361,0,0
350,0,0
932,8,0
396,0,0
1840,1630,162
765,1094,0
610,0,0
240,0,0
115,0,0
110,0,0
1664,0,0
72,0,0
1115,0,0
5,0,0
363,0,0
49,0,0
68,0,0
80,0,0
182,0,0
703,0,0
425,0,0
112,0,0
86,0,0
127,0,0
15,0,0
86,0,0
72,0,0
194,0,0
85,0,0
623,0,0
147,0,0
162,0,0
75,0,0
342,0,0
30,0,0
124,0,0
131,0,0
468,206,0
225,0,0
235,0,0
780,0,0
113,0,0
30,0,0
38,0,0
87,14,0
253,0,0
19,0,0
102,0,0
47,0,0
479,248,0
34,0,0
1746,1598,0
525,0,0
111,0,0
73,0,0
300,0,0
320,0,0
224,0,0
72,0,0
541,184,0
238,0,0
40,0,0
51,0,0
1162,420,0
888,0,0
84,0,0
437,0,0
116,0,0
419,8,0
141,0,0
945,1264,0
20,0,0
349,0,0
30,0,0
639,0,0
388,0,0
731,10,0
133,0,0
112,0,0
980,1034,0
115,0,0
543,128,0
715,46,0
46,0,0
181,12,0
100,0,0
272,0,0
285,0,0
673,70,0
1585,84,0
328,0,0
652,0,0
270,0,0
952,0,0
126,0,0
319,0,0
54,0,0
242,0,0
64,0,0
518,0,0
1993,712,0
73,0,0
790,286,0
483,16,0
138,0,0
131,0,0
22,0,0
100,0,0
70,0,0
31,0,0
373,0,0
22,0,0
72,0,0
480,48,0
55,0,0
78,0,0
229,0,0
476,20,0
84,0,0
161,0,0
104,0,0
697,122,0
377,0,0
1144,0,0
788,60,0
137,0,0
1415,1264,0
175,0,0
197,0,0
859,326,0
263,0,0
106,0,0
63,0,0
482,0,0
52,0,0
90,0,0
48,0,0
315,0,0
96,0,0
38,0,0
37,0,0
236,0,0
152,0,0
1221,0,0
151,0,0
854,0,0
171,0,0
209,0,0
79,0,0
245,0,0
376,0,0
1083,1094,0
499,0,0
467,82,0
88,0,0
301,0,0
1308,392,0
336,0,0
664,0,0
474,0,0
953,106,0
1266,1422,0
251,0,0
80,0,0
66,0,0
340,0,0
336,0,0
625,296,0
355,0,0
73,0,0
7,0,0
276,0,0
129,0,0
963,40,0
157,0,0
77,0,0
170,0,0
148,0,0
90,34,0
24,0,0
373,0,0
200,0,0
215,0,0
65,0,0
127,0,0
66,0,0
122,0,0
207,0,0
309,0,0
49,0,0
37,0,0
92,0,0
39,0,0
63,0,0
199,0,0
58,0,0
164,0,0
41,0,0
251,110,0
134,0,0
46,0,0
66,0,0
90,0,0
267,0,0
41,0,0
65,0,0
79,0,0
59,0,0
111,0,0
503,0,0
103,0,0
365,0,0
68,0,0
3124,1152,27
635,0,0
91,0,0
147,0,0
260,0,0
131,60,0
43,0,0
22,0,0
412,0,0
1226,166,0
481,0,0
161,0,0
86,0,0
358,0,0
672,48,0
330,0,0
233,0,0
110,0,0
21,0,0
255,0,0
238,36,0
132,6,0
308,0,0
124,0,0
595,0,0
67,0,0
59,0,0
172,0,0
15,0,0
857,1106,0
841,34,0
340,16,0
115,0,0
376,0,0
303,0,0
91,0,0
68,0,0
508,0,0
557,194,0
619,1004,0
261,0,0
227,0,0
22,0,0
105,0,0
77,0,0
202,0,0
19,0,0
1116,0,0
563,0,0
423,0,0
51,0,0
62,0,0
37,0,0
184,0,0
42,0,0
31,0,0
142,0,0
217,0,0
110,0,0
133,0,0
362,0,0
31,0,0
47,0,0
284,0,0
95,0,0
54,0,0
478,0,0
136,0,0
84,0,0
59,0,0
25,0,0
88,0,0
32,0,0
41,0,0
110,0,0
233,0,0
298,0,0
1642,1374,0
737,1026,0
224,0,0
98,0,0
183,0,0
351,114,0
40,0,0
266,0,0
87,0,0
72,0,0
341,0,0
689,12,0
134,0,0
3878,2526,168
131,0,0
360,52,0
48,0,0
13,0,0
54,0,0
976,0,0
63,0,0
30,0,0
136,0,0
39,0,0
55,0,0
712,14,0
280,0,0
60,0,0
54,0,0
39,0,0
486,0,0
232,0,0
69,0,0
194,0,0
74,0,0
58,0,0
1228,320,0
24,0,0
520,256,0
251,0,0
305,0,0
304,0,0
438,0,0
138,0,0
117,0,0
676,0,0
69,0,0
41,0,0
251,0,0
806,116,0
397,0,0
1088,1174,0
551,0,0
209,0,0
18,0,0
17,0,0
4,0,0
122,0,0
447,0,0
1702,1552,0
20,0,0
142,0,0
14,0,0
305,0,0
68,0,0
87,0,0
530,0,0
1196,212,0
156,0,0
112,0,0
257,0,0
403,102,0
145,0,0
49,0,0
884,1074,0
234,0,0
61,0,0
37,0,0
561,0,0
411,110,0
1124,0,0
726,32,0
56,0,0
78,0,0
382,0,0
203,0,0
373,0,0
108,0,0
106,0,0
257,0,0
386,50,0
696,274,0
544,0,0
156,0,0
676,1078,0
317,0,0
500,0,0
346,0,0
1058,1346,165
85,0,0
124,0,0
639,48,0
57,0,0
7,0,0
310,0,0
397,0,0
114,0,0
394,38,0
1282,1400,0
293,30,0
160,0,0
74,0,0
1923,1694,141
703,0,0
103,0,0
480,0,0
172,0,0
639,0,0
42,0,0
118,0,0
89,0,0
159,8,0
362,0,0
998,1188,150
115,0,0
96,0,0
350,0,0
135,10,0
694,294,0
133,0,0
2084,132,0
142,0,0
168,14,0
117,0,0
237,0,0
58,0,0
105,0,0
29,0,0
1826,90,0
131,0,0
1159,226,0
555,200,0
116,0,0
121,0,0
536,1206,0
293,150,0
124,0,0
51,0,0
59,0,0
693,0,0
161,0,0
1817,602,0
4,0,0
9,0,0
273,0,0
237,0,0
558,0,0
352,0,0
255,0,0
194,0,0
139,0,0
700,0,0
45,0,0
546,356,0
758,282,0
766,84,0
69,0,0
749,36,0
58,0,0
199,0,0
118,0,0
52,0,0
168,0,0
217,84,0
248,0,0
1339,158,0
159,0,0
203,0,0
340,0,0
484,0,0
186,0,0
253,0,0
943,304,0
489,32,0
38,0,0
326,0,0
45,0,0
43,0,0
256,230,0
189,0,0
114,0,0
726,396,0
160,0,0
177,0,0
188,0,0
45,0,0
167,4,0
313,0,0
108,0,0
334,0,0
156,0,0
187,0,0
42,0,0
863,430,0
160,0,0
1272,54,0
190,0,0
352,0,0
902,998,0
267,16,0
506,26,0
31,0,0
13,0,0
17,0,0
245,0,0
968,0,0
156,0,0
2526,2120,237
87,0,0
77,0,0
43,0,0
99,0,0
54,0,0
191,0,0
80,0,0
222,0,0
16,0,0
805,104,0
68,0,0
479,60,0
143,0,0
32,0,0
35,0,0
88,0,0
820,1214,0
314,0,0
335,0,0
457,0,0
119,0,0
13,0,0
425,18,0
148,0,0
2923,2324,276
468,0,0
225,0,0
10,0,0
81,0,0
177,0,0
265,0,0
72,0,0
836,110,0
1245,76,0
74,0,0
134,0,0
116,0,0
356,0,0
102,0,0
311,0,0
677,0,0
33,0,0
128,0,0
381,0,0
317,0,0
500,0,0
28,0,0
187,0,0
498,0,0
111,0,0
414,0,0
206,0,0
320,0,0
242,0,0
922,102,0
84,0,0
64,0,0
78,0,0
138,0,0
99,0,0
41,0,0
2009,432,0
197,0,0
296,0,0
731,0,0
645,302,0
181,0,0
35,0,0
60,0,0
824,176,0
378,0,0
282,0,0
35,0,0
183,0,0
32,0,0
607,0,0
55,0,0
182,0,0
39,0,0
494,472,0
53,0,0
163,0,0
87,0,0
436,1004,0
511,0,0
853,114,0
144,0,0
355,0,0
78,0,0
20,0,0
36,0,0
1178,576,0
314,282,0
469,0,0
24,0,0
129,0,0
98,0,0
153,0,0
127,0,0
58,0,0
530,0,0
333,0,0
335,0,0
697,0,0
70,0,0
190,0,0
75,14,0
387,1040,0
94,0,0
333,0,0
387,0,0
242,46,0
617,10,0
163,0,0
204,122,0
281,0,0
544,0,0
72,0,0
44,0,0
289,0,0
190,0,0
161,0,0
1363,1268,0
82,0,0
255,46,0
173,0,0
135,0,0
447,0,0
68,0,0
22,0,0
195,0,0
1894,1870,0
12,0,0
478,0,0
107,0,0
1994,1976,0
247,0,0
123,0,0
104,0,0
1149,1190,0
32,0,0
336,0,0
330,0,0
175,0,0
701,1064,0
59,0,0
76,0,0
209,0,0
446,0,0
492,20,0
81,0,0
20,0,0
83,0,0
198,0,0
17,0,0
458,76,0
10,0,0
340,0,0
136,0,0
835,516,0
294,0,0
16,0,0
504,30,0
140,0,0
562,1050,0
90,0,0
20,0,0
627,0,0
976,0,0
77,0,0
265,0,0
97,0,0
97,0,0
112,0,0
145,0,0
170,0,0
110,0,0
36,0,0
214,168,0
152,0,0
609,0,0
327,0,0
294,0,0
53,0,0
223,0,0
63,0,0
51,0,0
152,0,0
1207,266,0
113,0,0
751,8,0
62,0,0
77,0,0
240,0,0
215,0,0
19,0,0
82,0,0
1731,1378,0
587,0,0
399,0,0
77,0,0
45,0,0
255,0,0
26,0,0
116,0,0
298,0,0
544,130,0
18,0,0
25,0,0
73,0,0
51,0,0
51,0,0
157,0,0
60,0,0
55,0,0
28,0,0
145,0,0
18,0,0
2086,924,0
1250,294,0
99,0,0
145,0,0
53,0,0
92,0,0
23,0,0
331,20,0
105,0,0
822,0,0
81,0,0
59,0,0
501,0,0
34,0,0
96,0,0
102,0,0
139,0,0
152,0,0
213,0,0
12,0,0
27,0,0
98,0,0
64,0,0
318,0,0
2176,778,12
201,0,0
15,0,0
21,0,0
72,0,0
81,0,0
178,0,0
138,0,0
796,534,0
44,0,0
483,0,0
415,0,0
345,0,0
160,0,0
21,0,0
60,0,0
122,0,0
126,0,0
21,0,0
18,0,0
247,0,0
963,302,0
209,0,0
157,0,0
87,0,0
32,0,0
15,0,0
63,0,0
61,0,0
217,0,0
1553,184,0
47,0,0
65,0,0
208,150,0
1179,486,0
103,0,0
153,0,0
239,0,0
216,0,0
62,0,0
89,0,0
41,0,0
244,0,0
936,0,0
2559,2054,0
342,0,0
362,0,0
27,0,0
152,0,0
895,250,0
120,0,0
51,0,0
210,0,0
1254,1038,0
99,0,0
116,0,0
670,0,0
787,26,0
54,0,0
655,0,0
2658,1960,0
170,0,0
158,0,0
268,0,0
8,0,0
99,0,0
87,0,0
61,0,0
1656,162,0
167,32,0
401,0,0
121,0,0
201,8,0
33,0,0
17,0,0
121,0,0
70,0,0
74,0,0
130,0,0
128,0,0
113,0,0
319,0,0
89,0,0
68,0,0
178,10,0
169,0,0
386,54,0
223,0,0
184,0,0
90,0,0
9,0,0
109,0,0
207,0,0
217,0,0
125,0,0
205,8,0
98,0,0
16,0,0
64,0,0
79,0,0
237,0,0
47,0,0
117,0,0
206,4,0
126,0,0
80,0,0
311,0,0
43,0,0
26,0,0
17,0,0
32,0,0
62,0,0
1007,520,0
955,1212,0
233,20,0
851,1112,0
126,0,0
523,0,0
123,0,0
319,0,0
265,0,0
285,0,0
324,0,0
38,0,0
373,0,0
99,0,0
850,1218,0
203,0,0
204,0,0
370,14,0
44,0,0
1288,90,0
59,0,0
80,0,0
768,0,0
325,0,0
91,0,0
17,0,0
20,0,0
296,0,0
59,0,0
608,0,0
1431,242,0
746,0,0
153,0,0
11,0,0
321,0,0
31,0,0
270,0,0
470,186,0
6,0,0
686,0,0
52,0,0
677,0,0
76,0,0
1169,72,0
298,0,0
13,0,0
799,0,0
190,0,0
606,4,0
74,0,0
35,0,0
89,0,0
65,0,0
30,0,0
84,0,0
128,0,0
291,0,0
445,0,0
29,0,0
380,76,0
88,0,0
78,0,0
181,0,0
183,0,0
171,0,0
49,0,0
414,0,0
34,0,0
152,0,0
120,0,0
147,0,0
64,0,0
208,10,0
12,0,0
66,0,0
722,340,0
202,34,0
1219,368,0
114,0,0
3634,1158,0
263,0,0
434,68,0
152,0,0
288,0,0
1006,0,0
34,0,0
67,0,0
322,0,0
86,0,0
212,106,0
93,0,0
350,0,0
66,0,0
55,0,0
19,0,0
37,0,0
85,0,0
725,26,0
358,0,0
175,0,0
82,0,0
86,0,0
228,0,0
547,186,0
13,0,0
84,0,0
191,0,0
29,0,0
111,0,0
471,0,0
60,0,0
128,0,0
57,0,0
84,0,0
186,0,0
205,0,0
450,0,0
941,1044,0
43,0,0
444,0,0
861,14,0
38,0,0
661,1090,0
72,0,0
106,0,0
196,0,0
183,0,0
600,110,0
482,82,0
309,0,0
544,1050,0
186,0,0
46,0,0
36,0,0
29,0,0
250,0,0
17,0,0
136,0,0
254,48,0
485,126,0
92,0,0
76,0,0
154,0,0
99,0,0
40,0,0
1715,774,0
519,94,0
3633,2406,0
247,0,0
72,0,0
41,0,0
14,0,0
662,158,0
246,0,0
226,0,0
385,0,0
143,0,0
473,0,0
767,1002,0
926,206,0
100,0,0
85,0,0
68,0,0
72,0,0
628,0,0
22,0,0
661,0,0
187,0,0
394,0,0
29,0,0
47,0,0
113,0,0
129,0,0
1485,1278,171
615,120,0
64,0,0
326,0,0
37,0,0
43,0,0
21,0,0
74,0,0
116,0,0
9,0,0
711,0,0
221,0,0
179,0,0
483,86,0
141,0,0
90,0,0
665,134,0
463,0,0
1051,320,0
59,0,0
64,0,0
446,28,0
52,0,0
44,0,0
24,0,0
170,0,0
586,42,0
29,0,0
63,0,0
1214,1300,0
658,510,0
211,0,0
31,0,0
319,0,0
190,0,0
28,0,0
494,0,0
485,326,0
191,0,0
250,0,0
28,0,0
96,0,0
161,0,0
26,0,0
401,992,0
163,0,0
90,0,0
7,0,0
40,0,0
133,0,0
253,0,0
359,0,0
50,0,0
90,0,0
400,0,0
592,102,0
20,0,0
20,0,0
51,0,0
387,0,0
199,0,0
532,0,0
813,0,0
285,190,0
288,0,0
348,246,0
141,0,0
159,0,0
443,1136,0
99,0,0
107,0,0
658,70,0
16,0,0
449,0,0
745,70,0
58,0,0
986,0,0
248,0,0
201,0,0
566,42,0
41,0,0
288,0,0
189,0,0
23,0,0
341,0,0
52,0,0
311,0,0
293,0,0
38,0,0
23,0,0
252,0,0
135,0,0
132,0,0
338,0,0
2354,1588,141
374,0,0
418,0,0
51,0,0
48,0,0
51,0,0
126,0,0
61,0,0
68,0,0
55,0,0
84,0,0
335,0,0
207,0,0
57,0,0
188,0,0
31,0,0
620,48,0
380,0,0
63,0,0
984,0,0
314,0,0
129,0,0
300,0,0
200,0,0
30,0,0
314,0,0
661,0,0
88,0,0
299,0,0
2058,1408,0
115,0,0
36,0,0
1259,222,0
39,0,0
90,0,0
241,0,0
217,0,0
123,0,0
167,0,0
30,0,0
290,138,0
233,0,0
31,0,0
62,0,0
648,102,0
14,0,0
744,0,0
7,0,0
48,0,0
242,0,0
385,0,0
562,120,0
331,0,0
533,0,0
38,0,0
17,0,0
148,0,0
450,36,0
442,0,0
529,1036,0
65,0,0
587,32,0
328,0,0
720,186,0
874,196,0
78,0,0
91,0,0
15,0,0
64,0,0
365,0,0
497,0,0
73,0,0
176,0,0
314,0,0
795,116,0
273,66,0
189,0,0
31,0,0
961,1148,0
130,0,0
507,0,0
70,0,0
401,0,0
21,0,0
79,0,0
87,0,0
232,48,0
1565,1496,0
33,0,0
1574,118,0
12,0,0
292,0,0
191,0,0
111,0,0
396,0,0
923,0,0
112,0,0
443,190,0
358,0,0
49,0,0
104,0,0
328,0,0
362,92,0
192,0,0
3053,2126,0
72,0,0
76,0,0
46,0,0
655,0,0
123,0,0
168,0,0
332,0,0
511,0,0
152,0,0
468,0,0
19,0,0
17,0,0
1758,458,0
131,0,0
236,0,0
134,0,0
105,0,0
93,0,0
141,0,0
577,1038,0
335,0,0
160,16,0
177,0,0
500,0,0
293,0,0
308,0,0
207,70,0
13,0,0
75,0,0
270,0,0
296,0,0
97,0,0
107,0,0
21,0,0
603,0,0
13,0,0
160,0,0
826,408,0
1426,64,0
63,0,0
57,0,0
341,124,0
628,0,0
175,0,0
159,0,0
176,0,0
59,0,0
81,0,0
27,0,0
34,0,0
587,40,0
64,0,0
316,0,0
624,0,0
281,0,0
499,0,0
30,0,0
142,0,0
340,0,0
88,0,0
42,0,0
35,0,0
254,0,0
940,52,0
330,0,0
156,0,0
2352,1830,243
10,0,0
225,70,0
90,0,0
73,0,0
433,0,0
86,0,0
1025,222,0
1235,1578,0
89,0,0
89,0,0
114,0,0
1094,0,0
127,0,0
26,0,0
144,0,0
164,0,0
564,0,0
79,0,0
160,40,0
922,1210,174
153,0,0
3800,2248,0
17,0,0
24,0,0
76,0,0
4,0,0
53,0,0
36,0,0
575,84,0
1635,332,0
90,0,0
207,0,0
278,0,0
99,0,0
51,0,0
219,0,0
146,0,0
62,0,0
87,0,0
63,0,0
169,4,0
13,0,0
135,0,0
831,472,0
133,0,0
338,0,0
164,0,0
374,0,0
120,0,0
20,0,0
83,0,0
68,0,0
358,0,0
409,0,0
311,26,0
255,72,0
509,0,0
772,208,0
59,0,0
48,0,0
223,0,0
414,0,0
396,0,0
65,0,0
112,0,0
76,0,0
65,0,0
629,0,0
27,0,0
112,0,0
171,0,0
196,0,0
22,0,0
532,84,0
35,0,0
47,0,0
723,388,0
417,0,0
305,10,0
6,0,0
37,0,0
79,0,0
79,0,0
190,0,0
93,0,0
1782,602,0
79,0,0
1423,68,0
274,0,0
196,0,0
395,0,0
132,0,0
948,200,0
113,0,0
529,326,0
638,0,0
379,118,0
145,0,0
314,0,0
1368,316,0
53,0,0
32,0,0
14,0,0
149,0,0
97,0,0
1028,128,0
155,0,0
176,0,0
170,0,0
91,0,0
373,0,0
311,0,0
115,0,0
200,0,0
215,0,0
233,0,0
10,0,0
461,0,0
659,0,0
321,0,0
759,196,0
145,0,0
59,0,0
29,0,0
335,0,0
313,0,0
95,0,0
848,306,0
104,0,0
484,0,0
498,136,0
52,0,0
170,0,0
5,0,0
325,0,0
347,0,0
77,0,0
29,0,0
70,0,0
89,0,0
464,16,0
25,0,0
255,0,0
477,0,0
387,0,0
82,0,0
1419,1292,0
14,0,0
287,102,0
85,0,0
222,0,0
53,0,0
287,0,0
124,0,0
396,1026,0
945,198,0
15,0,0
36,0,0
258,0,0
123,0,0
66,0,0
754,124,0
545,0,0
462,0,0
653,0,0
8,0,0
1437,1498,0
545,0,0
1917,1552,0
66,0,0
115,0,0
634,0,0
71,0,0
73,0,0
145,0,0
819,1214,0
361,0,0
462,0,0
12,0,0
131,0,0
51,0,0
554,0,0
870,1172,0
171,0,0
169,0,0
91,0,0
30,0,0
412,286,0
410,14,0
51,0,0
585,38,0
663,0,0
191,0,0
299,0,0
453,334,0
227,0,0
57,0,0
48,0,0
516,0,0
65,0,0
85,0,0
160,0,0
75,0,0
145,0,0
314,0,0
318,0,0
192,14,0
88,0,0
25,0,0
1310,650,0
97,4,0
166,0,0
58,0,0
118,0,0
335,0,0
111,0,0
12,0,0
72,0,0
547,0,0
326,52,0
33,0,0
160,0,0
48,0,0
8,0,0
31,0,0
175,0,0
516,8,0
479,0,0
112,0,0
457,0,0
87,0,0
116,0,0
92,0,0
394,64,0
454,0,0
134,0,0
648,0,0
21,0,0
65,0,0
37,0,0
10,0,0
61,0,0
67,0,0
1640,1316,0
416,104,0
464,0,0
109,0,0
12,0,0
83,0,0
75,0,0
47,0,0
48,0,0
152,0,0
17,0,0
122,0,0
6,0,0
372,0,0
512,0,0
38,0,0
1068,640,0
59,0,0
245,0,0
340,0,0
125,0,0
157,0,0
32,0,0
395,296,0
21,0,0
73,0,0
129,0,0
31,0,0
453,0,0
47,0,0
368,0,0
36,0,0
274,0,0
448,0,0
125,0,0
764,0,0
413,0,0
3086,670,0
248,0,0
50,0,0
204,0,0
50,0,0
106,0,0
289,0,0
77,0,0
303,10,0
37,0,0
93,16,0
264,0,0
548,0,0
185,0,0
283,64,0
159,0,0
67,0,0
67,0,0
2531,1774,0
113,0,0
96,0,0
130,0,0
51,0,0
42,0,0
297,0,0
676,138,0
477,0,0
351,0,0
180,0,0
27,0,0
365,20,0
197,0,0
108,0,0
207,0,0
751,280,0
10,0,0
239,0,0
144,0,0
147,0,0
146,0,0
687,0,0
102,0,0
45,0,0
25,0,0
88,0,0
79,0,0
132,0,0
50,0,0
130,0,0
22,0,0
24,0,0
786,236,0
188,0,0
107,0,0
19,0,0
84,0,0
658,1078,0
4,0,0
462,0,0
28,0,0
27,0,0
203,0,0
214,0,0
2001,162,0
91,0,0
317,0,0
248,48,0
68,0,0
442,356,0
409,0,0
38,0,0
12,0,0
138,0,0
917,1086,0
365,0,0
3232,2458,216
68,0,0
85,0,0
206,0,0
13,0,0
85,0,0
21,0,0
105,0,0
88,0,0
18,0,0
933,98,0
139,0,0
246,0,0
46,0,0
208,0,0
302,0,0
197,0,0
30,0,0
14,0,0
