"1,0-d","2,0-d","3,0-d","4,0-d","5,0-d"
2,0,0,0,0
3,0,0,0,0
6,2,0,0,0
3,2,0,0,0
4,0,0,0,0
2,0,0,0,0
11,36,69,64,30
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
5,2,0,0,0
4,6,3,0,0
2,0,0,0,0
2,0,0,0,0
4,2,0,0,0
5,2,0,0,0
7,10,3,0,0
6,8,0,0,0
4,2,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
4,6,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
9,0,0,0,0
7,0,0,0,0
5,2,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
4,0,0,0,0
5,2,0,0,0
6,0,0,0,0
1,0,0,0,0
1,0,0,0,0
5,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
4,0,0,0,0
6,0,0,0,0
3,0,0,0,0
2,0,0,0,0
4,4,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
5,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
4,0,0,0,0
2,0,0,0,0
6,4,0,0,0
3,2,0,0,0
5,12,6,0,0
5,18,21,8,0
5,16,15,4,0
4,0,0,0,0
5,0,0,0,0
2,0,0,0,0
3,0,0,0,0
7,2,0,0,0
1,0,0,0,0
6,2,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
6,0,0,0,0
1,0,0,0,0
4,2,0,0,0
5,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
6,24,30,12,0
10,32,24,8,0
9,24,15,4,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
3,0,0,0,0
3,0,0,0,0
1,0,0,0,0
5,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,2,0,0,0
4,0,0,0,0
1,0,0,0,0
7,2,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,4,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,2,0,0,0
3,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,2,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
7,4,0,0,0
4,2,0,0,0
6,0,0,0,0
5,0,0,0,0
1,0,0,0,0
4,2,0,0,0
4,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
9,2,0,0,0
1,0,0,0,0
3,2,0,0,0
2,2,0,0,0
2,2,0,0,0
2,0,0,0,0
4,0,0,0,0
3,0,0,0,0
5,0,0,0,0
2,0,0,0,0
8,4,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,2,0,0,0
5,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,2,0,0,0
1,0,0,0,0
5,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
10,4,0,0,0
5,4,0,0,0
10,4,0,0,0
1,0,0,0,0
11,12,6,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
11,10,3,0,0
13,34,18,0,0
4,2,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
5,2,0,0,0
2,2,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
5,0,0,0,0
2,0,0,0,0
6,2,0,0,0
5,10,3,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,2,0,0,0
2,0,0,0,0
2,0,0,0,0
5,6,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
4,0,0,0,0
3,0,0,0,0
2,2,0,0,0
14,12,3,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
7,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
11,2,0,0,0
1,0,0,0,0
2,0,0,0,0
3,2,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
4,2,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
5,2,0,0,0
1,0,0,0,0
5,2,0,0,0
3,0,0,0,0
1,0,0,0,0
3,2,0,0,0
2,0,0,0,0
10,8,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
3,2,0,0,0
6,4,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
4,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
3,0,0,0,0
5,4,0,0,0
2,2,0,0,0
6,8,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
4,2,0,0,0
2,0,0,0,0
1,0,0,0,0
3,2,0,0,0
6,0,0,0,0
5,0,0,0,0
7,0,0,0,0
3,0,0,0,0
7,2,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
5,0,0,0,0
1,0,0,0,0
2,2,0,0,0
2,0,0,0,0
1,0,0,0,0
2,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
2,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
7,0,0,0,0
3,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
3,0,0,0,0
3,0,0,0,0
1,0,0,0,0
4,0,0,0,0
3,0,0,0,0
1,0,0,0,0
5,0,0,0,0
1,0,0,0,0
6,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
3,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,4,0,0,0
3,2,0,0,0
2,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,2,0,0,0
4,2,0,0,0
7,2,0,0,0
1,0,0,0,0
6,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
3,2,0,0,0
2,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
4,0,0,0,0
7,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
6,2,0,0,0
7,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
7,0,0,0,0
2,0,0,0,0
2,0,0,0,0
10,38,69,64,30
2,0,0,0,0
1,0,0,0,0
4,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
3,2,0,0,0
1,0,0,0,0
1,0,0,0,0
2,2,0,0,0
5,4,0,0,0
3,0,0,0,0
1,0,0,0,0
10,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,2,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
4,0,0,0,0
2,0,0,0,0
2,0,0,0,0
6,8,0,0,0
3,4,0,0,0
3,4,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
14,0,0,0,0
2,0,0,0,0
3,0,0,0,0
3,0,0,0,0
4,0,0,0,0
3,0,0,0,0
3,0,0,0,0
2,0,0,0,0
9,0,0,0,0
3,2,0,0,0
3,2,0,0,0
2,2,0,0,0
2,2,0,0,0
3,2,0,0,0
1,0,0,0,0
6,8,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
6,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
4,0,0,0,0
3,2,0,0,0
2,0,0,0,0
3,0,0,0,0
3,2,0,0,0
2,0,0,0,0
7,2,0,0,0
2,0,0,0,0
10,2,0,0,0
4,0,0,0,0
2,0,0,0,0
4,0,0,0,0
5,2,0,0,0
7,4,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
4,2,0,0,0
3,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
3,0,0,0,0
3,0,0,0,0
2,0,0,0,0
5,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
5,2,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
4,0,0,0,0
3,2,0,0,0
2,2,0,0,0
1,0,0,0,0
3,2,0,0,0
1,0,0,0,0
4,2,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,2,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
3,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
6,0,0,0,0
1,0,0,0,0
6,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
6,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,4,0,0,0
2,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
6,0,0,0,0
2,0,0,0,0
6,0,0,0,0
3,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,2,0,0,0
3,2,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
4,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
5,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
8,16,12,4,0
4,4,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,2,0,0,0
1,0,0,0,0
1,0,0,0,0
8,0,0,0,0
3,2,0,0,0
2,2,0,0,0
3,0,0,0,0
3,2,0,0,0
2,0,0,0,0
3,0,0,0,0
2,0,0,0,0
5,0,0,0,0
5,2,0,0,0
3,0,0,0,0
1,0,0,0,0
3,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,2,0,0,0
2,2,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,2,0,0,0
1,0,0,0,0
1,0,0,0,0
3,4,0,0,0
6,6,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
5,2,0,0,0
6,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
3,2,0,0,0
4,6,3,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,6,3,0,0
3,2,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
4,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
6,4,0,0,0
1,0,0,0,0
4,0,0,0,0
2,0,0,0,0
1,0,0,0,0
5,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
2,2,0,0,0
2,2,0,0,0
3,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,2,0,0,0
4,0,0,0,0
2,0,0,0,0
4,0,0,0,0
3,0,0,0,0
1,0,0,0,0
5,2,0,0,0
3,2,0,0,0
6,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,2,0,0,0
4,6,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
12,30,60,60,30
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
4,0,0,0,0
3,0,0,0,0
2,2,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
5,0,0,0,0
3,2,0,0,0
2,2,0,0,0
9,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
8,36,69,64,30
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
5,0,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
4,0,0,0,0
3,0,0,0,0
2,0,0,0,0
2,0,0,0,0
5,0,0,0,0
4,0,0,0,0
3,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
5,6,3,0,0
5,0,0,0,0
2,0,0,0,0
4,0,0,0,0
1,0,0,0,0
3,0,0,0,0
5,4,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,2,0,0,0
1,0,0,0,0
3,0,0,0,0
3,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
5,4,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
5,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,2,0,0,0
2,2,0,0,0
3,0,0,0,0
1,0,0,0,0
2,2,0,0,0
2,2,0,0,0
1,0,0,0,0
3,2,0,0,0
2,0,0,0,0
3,4,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
6,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
6,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
6,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,2,0,0,0
2,0,0,0,0
1,0,0,0,0
5,2,0,0,0
3,2,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,2,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,2,0,0,0
2,0,0,0,0
3,2,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
5,4,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,2,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
5,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,2,0,0,0
3,2,0,0,0
2,2,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
4,6,0,0,0
4,6,0,0,0
2,2,0,0,0
2,2,0,0,0
2,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,4,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
5,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
7,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,2,0,0,0
2,2,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
