"0,2-nd","1,2-nd","3,2-nd","4,2-nd"
4389,186,150,1629
2841,17,9,0
534,15,0,0
203,4,0,0
375,0,0,0
531,21,12,0
447,4,0,0
1099,22,12,0
622,11,9,0
910,10,0,0
76,5,0,0
77,5,0,0
1211,3,0,0
145,20,12,0
1792,32,12,0
1792,32,12,0
3304,21,9,0
343,0,0,0
1056,28,0,0
1030,32,12,0
2111,14,0,0
2080,10,0,0
894,17,9,0
1688,27,0,0
2834,65,0,0
5808,65,9,0
3866,144,30,0
2185,93,18,0
2049,91,24,0
1991,65,9,0
1991,68,12,0
4630,19,9,0
3029,43,9,0
795,15,9,0
3192,81,18,0
3103,67,18,0
3022,43,9,0
959,32,12,0
388,30,15,0
408,0,0,0
3519,4,0,0
945,31,12,0
1155,28,12,0
406,4,0,0
1032,27,12,0
3733,109,66,162
1951,30,12,0
2379,70,0,0
1994,14,0,0
1994,14,0,0
1994,14,0,0
5873,46,0,0
5802,56,0,0
5315,9,9,0
5069,9,9,0
6228,172,0,0
5919,17,0,0
4683,9,9,0
5080,212,57,117
5075,95,45,117
4787,75,21,0
5054,91,45,117
4899,10,0,0
5052,47,0,0
4530,9,9,0
4598,9,9,0
5552,203,39,81
5353,88,36,81
5180,79,39,81
5349,229,66,171
5307,210,39,81
5556,210,42,126
5041,209,51,81
5279,228,66,171
5036,170,0,0
5541,188,9,0
4991,170,0,0
5013,180,9,0
4831,6,0,0
5415,114,48,126
5208,131,69,171
4935,86,39,81
4855,56,0,0
5398,110,48,126
5151,47,0,0
5001,49,9,0
691686,33,9,0
5003,33,9,0
691612,13,9,0
4497,9,9,0
3814,389,123,252
4420,143,54,135
3688,177,54,99
3712,185,81,180
3367,143,54,135
3319,125,27,0
2380,68,0,0
4215,143,54,135
3483,177,54,99
3516,185,81,180
3162,143,54,135
3111,125,27,0
2451,50,0,0
3493,77,42,135
2023,22,0,0
2285,44,12,0
2477,82,12,0
2265,99,27,0
2440,77,42,135
3391,269,45,81
4338,273,60,135
3258,259,39,81
3258,259,39,81
3241,245,15,0
3758,279,51,99
3508,333,111,252
3285,273,60,135
3241,253,27,0
3517,273,45,99
3517,273,45,99
2577,67,39,81
2577,67,39,81
2540,53,15,0
3946,111,48,135
2402,60,36,81
2893,111,48,135
3094,120,48,99
3094,120,48,99
2813,114,39,99
2478,0,0,0
2130,36,12,0
0,0,0,0
1129,8,0,0
550,9,9,0
2360,67,39,81
2360,67,39,81
2320,53,15,0
3735,111,48,135
2182,60,36,81
2682,111,48,135
2883,120,48,99
2883,120,48,99
2593,114,39,99
49829,503,156,2754
56446,1040,309,3915
51945,458,99,549
51715,529,114,549
52349,460,99,549
53889,637,60,0
53836,534,30,0
49175,453,99,486
48956,426,84,486
49916,436,84,486
27860,268,96,549
27841,329,99,549
28264,270,96,549
31374,320,36,0
18918,239,90,549
19428,173,87,549
19509,209,21,0
19199,269,90,549
16909,149,0,0
18457,200,21,0
16739,188,27,0
22137,319,168,2097
20807,340,180,2115
18884,286,171,2106
17686,268,165,1980
13205,23,9,0
24102,371,180,2097
22444,295,165,2061
21467,255,150,1944
20728,383,171,2106
20060,276,162,1980
18116,230,153,1962
13652,124,84,486
14612,134,84,486
14182,117,81,486
58331,675,255,4788
58759,792,336,5076
58328,719,210,963
58559,646,210,2133
63221,670,180,1890
63454,658,210,2133
60418,853,237,2088
60394,754,117,450
58079,569,114,981
58145,702,57,153
56347,524,45,153
27640,339,237,4185
28236,335,129,711
29847,408,66,297
30085,387,78,261
28960,376,90,450
31257,339,162,1890
31650,300,192,2133
29657,386,159,1890
26171,197,99,981
36435,310,162,1890
29065,164,48,135
34359,407,156,1836
34587,393,159,1890
30594,278,99,981
25457,261,156,2007
29350,463,180,2133
24391,226,63,387
28049,488,234,2313
26690,362,204,2241
24747,209,69,423
28344,365,150,1971
26988,386,171,2007
25443,292,159,1989
23634,75,45,81
24238,107,39,81
23636,59,39,81
24322,133,15,0
30749,595,234,2340
29655,447,177,2124
21422,101,39,81
20820,53,39,81
21987,48,15,0
21355,94,36,81
26119,322,63,387
27968,539,240,2286
26137,276,54,180
26396,318,90,468
24805,96,36,153
24635,172,54,180
24843,217,87,468
22239,89,42,180
50835,665,135,1818
3180,1,0,0
2332,1,0,0
46145,487,240,3555
51453,778,282,3744
45802,272,72,468
21641,353,240,3330
13220,177,66,468
20488,228,72,468
54261,800,234,2466
48661,307,99,558
47835,410,96,558
46620,250,90,549
23688,231,99,558
23853,227,96,558
21235,193,90,549
9040,86,18,0
14838,137,87,558
12182,107,81,549
12216,113,81,540
52926,930,321,3924
45711,398,150,1638
47393,416,111,648
46260,563,216,1935
45294,387,150,1638
45294,387,150,1638
47251,386,237,4788
47533,388,132,711
50511,306,66,297
52943,721,57,0
53386,640,96,549
53685,664,99,549
53790,642,96,549
52529,716,168,1053
55950,753,51,0
51834,809,147,765
50764,633,99,558
49671,377,81,261
49484,285,84,450
44078,347,156,1638
42796,213,147,1638
42796,213,147,1638
51181,327,156,1890
51435,294,192,2124
49557,341,159,1881
46072,194,99,981
56359,298,156,1890
51709,254,0,0
54398,356,150,1836
54487,348,159,1881
50495,275,99,981
47769,216,90,549
47961,187,87,549
48050,246,90,549
45500,154,27,0
45656,368,126,765
44548,196,90,558
51702,430,93,261
43203,272,48,153
43722,299,87,558
43661,336,156,1638
43661,336,156,1638
42095,119,84,486
43180,121,84,486
42840,107,81,486
42388,197,147,1638
23055,272,99,648
22913,312,78,360
12060,218,150,1638
9663,184,147,1629
9663,184,147,1629
7668,19,9,0
13965,201,66,360
11408,216,150,1638
11408,216,150,1638
9020,177,147,1629
16849,143,54,297
26351,137,21,0
22008,192,87,549
21989,173,87,549
22289,222,87,549
21499,207,114,765
18988,161,90,558
19153,157,87,558
14652,17,9,0
14900,42,9,0
14874,17,9,0
1004,0,0,0
3583,98,42,117
3955,112,54,117
241,8,0,0
3523,156,12,0
3896,202,60,81
3185,150,9,0
3235,170,42,81
3335,150,9,0
3239,168,27,0
3211,170,42,81
2238,45,12,0
2788,76,42,81
2825,70,21,0
2764,76,42,81
1982,27,9,0
1974,56,36,81
5782,57,18,0
18230,258,60,261
2269,16,0,0
3296,31,9,0
3156,53,12,0
2921,24,12,0
1011,24,12,0
2614,45,12,0
3158,76,42,81
3195,70,21,0
3134,76,42,81
2360,27,9,0
2348,56,36,81
3172,66,15,0
10123,166,0,0
8252,90,0,0
13232,126,12,0
8230,85,36,81
8197,85,36,81
3649,65,36,81
6203,50,12,0
1944,37,12,0
6577,108,27,0
7312,226,21,0
3968,84,21,0
114905,8,0,0
1082,12,9,0
506,12,9,0
1073,11,9,0
659,44,36,81
666,65,36,81
678,65,36,81
919,44,0,0
764,58,9,0
623,50,9,0
1063,31,9,0
652,29,9,0
8,0,0,0
509,42,36,81
533,0,0,0
116166,100,81,486
115757,109,81,486
115166,90,81,486
115247,92,81,486
115032,41,0,0
4402,154,81,486
3859,93,81,486
3940,95,81,486
3688,97,81,486
3720,105,81,486
2940,85,81,486
561,21,9,0
1536,24,9,0
1113,0,0,0
6321,197,108,567
3493,148,108,567
3223,118,87,522
3610,94,48,189
6431,197,108,567
6070,179,87,522
6369,156,48,189
5869,108,12,0
6472,136,12,0
5859,117,18,0
3332,120,87,522
3720,95,48,189
2025,28,12,0
2869,34,12,0
5706,136,30,0
9853,340,108,621
4075,100,48,189
5262,203,111,666
4394,129,54,216
4252,109,24,0
1426,9,9,0
814,9,9,0
1213,9,9,0
1902,38,36,81
1867,40,36,81
3231,44,36,81
2909,20,9,0
2797,15,9,0
1948,38,36,81
3354,40,36,81
3266,46,36,81
1881,8,0,0
1888,23,9,0
18104,449,441,15876
18375,453,441,15876
22575,479,441,16209
18375,453,441,15876
22575,479,441,16209
22846,483,441,16209
878,9,9,0
1126,9,9,0
1004,9,9,0
3618,74,18,0
3528,70,12,0
4850,130,21,0
3520,65,9,0
3520,67,12,0
4850,130,21,0
7670,186,147,1638
7670,186,147,1638
2859,28,12,0
2823,26,12,0
4966,189,153,1620
1920,45,18,0
1722,33,12,0
1579,23,12,0
1343,36,36,81
8172,131,24,0
1441,9,9,0
1405,9,9,0
1243,9,9,0
1344,0,0,0
1200,0,0,0
3202,18,9,0
707,12,9,0
694,11,9,0
489,0,0,0
1203,40,18,0
1205,34,12,0
1205,32,9,0
1223,34,12,0
480,11,9,0
492,22,12,0
510,22,12,0
14009,131,15,0
11041,48,12,0
362,11,9,0
1098,8,0,0
574,0,0,0
884,33,15,0
10299,65,39,81
13378,176,27,0
5194,35,12,0
20969,319,168,1791
20051,268,147,1746
13378,151,12,0
20300,233,156,1791
15161,255,99,891
10494,62,12,0
13866,126,0,0
6051,66,15,0
5404,31,9,0
4183,38,0,0
3670,31,0,0
2649,18,0,0
2282,4,0,0
2549,16,0,0
3842,68,9,0
3913,81,15,0
4947,52,36,81
3012,60,39,81
4178,83,39,81
2189,54,18,0
10167,48,12,0
8278,87,36,81
3380,72,39,81
7478,72,39,81
1069,16,9,0
10534,65,15,0
16816,274,123,612
14811,214,111,603
17314,221,54,198
9853,200,120,612
9446,182,63,207
12244,228,102,387
10309,162,54,198
6945,123,87,522
9885,153,87,522
9494,179,114,585
14611,110,0,0
8917,140,60,306
25264,234,147,1746
14446,194,108,603
17142,177,54,198
15095,131,48,198
9903,0,0,0
15690,157,84,486
17168,189,84,486
15429,103,81,486
12629,240,90,486
10940,149,84,486
10736,108,18,0
10738,98,9,0
12346,185,84,486
12154,145,18,0
145,20,12,0
275,0,0,0
330,0,0,0
2640,144,144,1620
6696,1,0,0
5155,144,144,1620
3995,144,144,1620
3995,144,144,1620
3995,144,144,1620
3995,144,144,1620
4671,0,0,0
2212,9,0,0
3892,144,144,1620
3892,144,144,1620
3892,144,144,1620
3892,144,144,1620
1810,9,9,0
1810,9,9,0
1810,9,9,0
1826,0,0,0
2732,144,144,1620
2732,144,144,1620
2732,144,144,1620
2732,144,144,1620
2732,144,144,1620
2732,144,144,1620
2668,65,39,81
929,53,39,81
792,42,36,81
2731,107,15,0
2659,84,45,81
2584,65,39,81
2703,83,0,0
1187,47,9,0
1194,69,15,0
1016,36,0,0
1032,43,9,0
747,20,9,0
845,53,39,81
160,11,9,0
158,5,0,0
141,4,0,0
2134,99,81,540
3317,127,84,549
3206,116,84,549
2421,107,81,549
3323,150,96,567
3165,142,96,567
2402,133,93,567
4136,209,108,567
3477,182,102,567
3219,108,18,0
3329,175,102,567
3277,76,18,0
5231,1,0,0
6194,83,12,0
1291,18,0,0
1291,18,0,0
325,0,0,0
399,10,0,0
325,0,0,0
2781,35,12,0
2780,39,12,0
2839,35,9,0
2691,19,0,0
2803,19,0,0
2663,9,0,0
4918,1,0,0
942,1,0,0
180,8,0,0
104,12,9,0
104,12,9,0
105,11,9,0
533,57,39,90
599,70,42,90
470,46,36,90
566,67,42,90
474,39,15,0
592,75,45,90
566,67,42,90
10428,297,126,918
13542,325,165,1305
9214,194,27,0
11212,228,141,1134
7487,152,90,720
10821,165,96,738
2762,34,12,0
921,14,0,0
1130,23,9,0
1133,17,0,0
1131,22,9,0
876,16,9,0
878,10,0,0
2002,11,0,0
987,7,0,0
864,0,0,0
896,0,0,0
601,14,9,0
602,11,9,0
389,11,9,0
364,1,0,0
953,8,0,0
951,12,9,0
967,12,9,0
381,0,0,0
363,0,0,0
394,11,9,0
8177,71,12,0
7624,151,90,540
6363,148,60,234
3765,49,0,0
2868,41,15,0
1198,59,21,0
1019,52,18,0
1029,58,21,0
1839,147,33,0
1760,54,15,0
2090,67,18,0
2209,46,0,0
1740,60,18,0
1163,46,15,0
1551,56,18,0
1156,52,18,0
1035,16,0,0
3085,42,0,0
3222,58,36,81
8824,124,39,81
9511,164,42,0
8697,96,18,0
8720,96,18,0
8697,96,18,0
3179,20,0,0
2144,1,0,0
2383,1,0,0
3139,69,18,0
3141,57,0,0
3141,57,0,0
3162,69,18,0
3139,69,18,0
2233,25,9,0
1247,25,0,0
1147,29,9,0
1256,57,0,0
860,55,42,117
860,64,42,117
860,55,42,117
879,80,63,162
860,64,42,117
11369,214,108,900
433,17,9,0
493,46,0,0
551,40,0,0
660,50,36,81
529,61,36,81
532,44,36,81
497,40,0,0
785,18,9,0
681,13,9,0
720,19,9,0
806,37,0,0
632,67,36,81
635,50,36,81
504,61,36,81
981,35,12,0
952,24,0,0
809,29,12,0
681,9,0,0
641,0,0,0
7986,147,93,702
2556,31,9,0
2512,11,0,0
2400,18,9,0
1984,108,90,648
2118,108,90,648
1898,108,90,648
1900,118,90,648
1245,17,9,0
1917,106,90,648
1697,106,90,648
1749,108,90,648
1831,106,90,648
1883,108,90,648
1663,108,90,648
908,0,0,0
7109,300,198,2061
14922,266,192,2106
10454,284,198,2115
5847,204,153,1791
8836,240,117,981
6376,208,153,1791
4974,121,21,0
15524,264,189,2106
11050,282,195,2115
6455,202,153,1791
9422,239,108,981
6984,206,153,1791
17514,438,204,2106
13821,225,153,1782
16616,285,114,972
14181,255,156,1782
9641,208,153,1791
11948,346,120,981
10064,224,156,1791
5325,168,144,1728
7020,86,12,0
7051,103,27,0
2701,1,0,0
2613,1,0,0
2598,1,0,0
2693,30,12,0
1369,0,0,0
794,1,0,0
794,1,0,0
795,0,0,0
1556,146,144,1620
1573,146,144,1620
1556,146,144,1620
1645,156,144,1620
1594,148,144,1620
1512,144,144,1620
1495,144,144,1620
1621,148,144,1620
1533,146,144,1620
1512,144,144,1620
1638,148,144,1620
1550,146,144,1620
1621,148,144,1620
1533,146,144,1620
1623,157,144,1620
2019,19,0,0
1838,12,0,0
1016,0,0,0
1087,17,9,0
793,40,36,81
2157,44,36,81
2069,50,36,81
1992,25,0,0
641,98,72,162
619,65,42,90
762,73,42,90
616,66,42,90
555,64,42,90
736,66,42,90
552,64,42,90
647,46,36,90
594,65,42,90
737,73,42,90
591,66,42,90
892,7,0,0
1032,40,0,0
650,53,36,90
620,46,36,90
913,2,0,0
457,2,0,0
456,2,0,0
942,36,36,81
942,36,36,81
621,36,36,81
1100,9,9,0
1100,9,9,0
463,9,9,0
1073,9,9,0
12915,296,9,0
1543,21,0,0
1033,21,0,0
3710,7,0,0
5249,185,111,1053
2278,13,0,0
2408,72,9,0
2059,32,9,0
1129,23,9,0
332,8,0,0
330,12,9,0
1961,15,0,0
619,15,0,0
1583,73,15,0
1369,33,9,0
1600,25,0,0
555,7,0,0
555,7,0,0
5395,113,84,486
10199,154,12,0
7845,71,42,117
1932,57,42,117
556,0,0,0
3011,64,18,0
3802,135,18,0
2273,57,18,0
3116,146,42,81
1515,64,36,81
2763,60,36,81
2889,134,39,81
1302,50,36,81
2889,134,39,81
2882,136,42,81
2844,121,18,0
2844,112,9,0
2844,112,9,0
1108,23,9,0
1078,0,0,0
10479,149,51,90
5985,99,45,90
5778,58,18,0
7892,160,72,162
2675,53,0,0
4424,55,36,81
4400,45,36,81
2672,18,9,0
2772,40,9,0
2151,39,9,0
2223,23,0,0
2188,58,36,81
175,14,9,0
177,9,0,0
1403,1,0,0
1403,1,0,0
749,54,24,0
806,33,12,0
688,23,0,0
571,5,0,0
700,31,12,0
2530,98,42,81
2568,100,42,81
1267,50,36,81
1637,21,9,0
619,14,9,0
621,9,0,0
1371,21,9,0
1371,21,9,0
2023,12,0,0
2133,27,0,0
2145,4,0,0
2114,1,0,0
2030,13,0,0
1371,18,0,0
1580,28,9,0
1322,17,0,0
1638,0,0,0
1276,0,0,0
1281,13,9,0
1275,0,0,0
278,0,0,0
2788,136,87,495
3000,198,87,495
2804,145,81,495
2612,105,81,495
2209,131,87,495
1731,137,81,495
1539,97,81,495
2211,145,81,495
2019,105,81,495
1423,129,81,486
1269,87,12,0
7103,0,0,0
282,13,9,0
1815,24,9,0
4398,11,9,0
1725,11,9,0
4416,12,9,0
1704,0,0,0
2320,144,144,1620
2320,144,144,1620
2320,144,144,1620
2320,144,144,1620
2320,144,144,1620
2320,144,144,1620
2320,144,144,1620
2320,144,144,1620
2320,144,144,1620
2320,144,144,1620
4390,25,0,0
4736,62,15,0
4174,145,21,0
3994,37,12,0
5010,116,27,0
4870,166,27,0
4681,164,27,0
5091,67,15,0
9782,130,48,90
4408,6,0,0
4150,128,0,0
4288,135,12,0
4658,152,21,0
4178,132,9,0
4148,132,9,0
4148,134,12,0
3937,9,9,0
4649,46,12,0
4581,68,0,0
3958,27,9,0
3916,0,0,0
4158,119,39,0
4020,73,15,0
1732,41,15,0
7940,36,36,81
7862,36,36,81
2063,36,36,81
3525,59,12,0
3524,67,12,0
3530,63,15,0
4492,91,24,0
4163,40,15,0
3924,34,0,0
3949,43,15,0
3308,11,0,0
940,5,0,0
769,15,0,0
680,1,0,0
2834,9,9,0
2739,9,9,0
1261,9,9,0
0,0,0,0
2924,4,0,0
6546,149,30,0
7144,185,48,0
6529,118,21,0
6394,98,12,0
6475,114,12,0
6836,135,27,0
6571,99,12,0
3892,82,24,0
2963,38,12,0
3724,69,21,0
3994,86,21,0
15707,304,63,225
11905,110,39,225
9118,85,36,225
3327,24,0,0
2923,41,12,0
2924,30,0,0
2572,12,0,0
2789,67,0,0
858,43,36,81
701,38,36,81
700,43,36,81
851,0,0,0
420,12,9,0
421,11,9,0
421,11,9,0
30,9,9,0
3611,12,0,0
2358,26,0,0
1873,20,0,0
1479,5,0,0
3584,9,9,0
3556,9,9,0
1459,9,9,0
484,9,9,0
27,0,0,0
2427,9,9,0
5954,62,9,0
6152,112,66,162
5806,57,9,0
5851,78,42,117
5851,78,42,117
4365,5,0,0
2493,0,0,0
3376,64,36,81
2845,65,36,81
2772,60,36,81
2636,34,0,0
3410,57,36,81
3360,48,36,81
4544,46,0,0
4941,67,18,0
2704,56,36,81
4057,0,0,0
2562,24,9,0
2999,79,45,117
2999,79,45,117
11543,235,69,324
13323,201,99,657
9983,256,162,1116
12971,408,213,1269
10219,258,132,783
10267,236,111,711
12105,151,21,0
11954,280,117,711
11448,226,108,711
12825,398,162,864
10212,219,120,828
7535,69,39,81
7638,142,54,81
7453,48,15,0
7638,92,48,81
11749,310,165,1161
13312,468,210,1197
10964,246,108,702
10928,230,108,711
10435,176,30,0
12955,380,189,1197
10273,220,105,684
10237,205,105,711
9127,17,9,0
8833,17,9,0
11860,160,93,648
15129,269,105,657
11993,175,93,630
11355,84,0,0
11751,325,177,1143
8840,206,105,657
8804,192,105,711
11800,366,207,1314
11873,334,183,1206
11600,247,30,0
7822,99,0,0
7299,130,48,81
7265,85,45,81
7281,93,0,0
7248,105,18,0
7248,102,15,0
7250,93,0,0
7322,171,63,81
7303,105,18,0
7204,61,18,0
10146,65,9,0
7199,0,0,0
7259,61,18,0
1258,14,0,0
246,9,9,0
1432,85,81,486
12071,41,36,81
11920,38,36,81
1360,21,0,0
1158,41,36,81
3018,18,0,0
2974,16,9,0
2949,10,0,0
2945,24,9,0
2464,5,0,0
2509,23,9,0
4261,152,144,1620
4261,152,144,1620
3312,144,144,1620
4261,152,144,1620
7332,73,42,117
193,0,0,0
560,9,9,0
560,9,9,0
1192,22,9,0
1202,23,9,0
434,9,9,0
445,9,9,0
2374,37,9,0
4222,126,9,0
3188,29,9,0
2119,43,9,0
2121,32,0,0
115749,58,0,0
2311,34,12,0
651880,13,9,0
2284,21,9,0
2093,13,9,0
2574,21,9,0
651437,21,9,0
1817,21,9,0
275,5,0,0
358,15,9,0
438,18,0,0
3158,12,9,0
324,9,9,0
324,9,9,0
202,9,9,0
196,1,0,0
639,29,12,0
640,24,12,0
1945,9,9,0
1548,9,9,0
1102,9,9,0
4930,42,12,0
3831,134,12,0
5689,101,12,0
915,26,0,0
895,15,9,0
895,15,9,0
638,33,18,0
640,26,12,0
641,21,12,0
635,11,9,0
193,22,12,0
807,36,36,81
2845,9,9,0
2845,9,9,0
489,9,9,0
825,8,0,0
436,12,9,0
436,12,9,0
415,11,9,0
2507,58,36,81
220,0,0,0
15406,229,84,324
15104,277,72,279
12038,259,132,738
17479,284,153,1674
13430,240,153,1674
11989,180,144,1674
8743,162,144,1647
9532,174,144,1647
19795,397,162,1674
18853,253,153,1674
16093,184,144,1674
16534,226,144,1674
14155,313,156,1674
11672,184,144,1674
12274,217,147,1674
9879,166,144,1647
10575,191,147,1647
7381,166,144,1620
15142,359,132,666
13713,269,99,567
13004,187,30,0
13302,321,231,4122
10850,269,225,4122
12860,332,237,4131
10793,318,234,4122
10816,304,234,4131
12296,170,15,0
13331,349,231,4122
15612,388,243,4131
13545,374,240,4122
12474,213,60,207
13568,360,240,4131
13064,242,69,207
8950,87,15,0
13160,336,237,4131
11093,322,234,4122
11116,308,234,4131
13103,385,246,4131
12947,401,285,4284
11059,357,243,4131
9837,214,78,252
9774,198,57,207
9774,198,57,207
9122,133,69,252
8470,85,42,117
9127,110,45,117
8304,85,42,207
8304,85,42,207
414,0,0,0
2063,53,15,0
1155,36,12,0
1940,69,12,0
2472,100,18,0
1747,78,21,0
1433,27,12,0
1468,57,0,0
1506,0,0,0
1266,28,12,0
2487,51,15,0
2120,21,9,0
2150,25,9,0
2150,25,9,0
368,25,9,0
3795,154,144,1620
4369,158,144,1620
3915,174,144,1620
3795,154,144,1620
6718,29,9,0
3652,156,144,1620
3198,172,144,1620
3078,152,144,1620
3772,176,144,1620
3652,156,144,1620
3198,172,144,1620
2929,88,9,0
4765,88,9,0
4128,22,9,0
2051,25,9,0
509,44,36,81
437,38,36,81
346,42,36,81
866,11,9,0
1459,9,9,0
6903,49,0,0
6924,125,54,81
7459,95,39,81
6951,133,42,81
2378,71,42,81
2022,93,45,81
2567,67,39,81
452,0,0,0
12207,38,0,0
592,32,12,0
2077,47,12,0
2919,220,12,0
2118,43,12,0
71,0,0,0
0,0,0,0
12163,147,21,0
5322,36,9,0
5303,29,9,0
5826,26,0,0
6579,41,0,0
10763,273,93,567
6789,35,0,0
6704,49,0,0
5226,30,9,0
2069,46,36,81
1627,38,36,81
1627,38,36,81
854,38,36,81
854,38,36,81
331,36,36,81
94,0,0,0
5821,172,144,1620
5559,80,0,0
5867,172,144,1620
5821,172,144,1620
5907,186,147,1620
5937,211,147,1620
5559,80,0,0
5753,156,144,1620
5707,156,144,1620
5793,170,147,1620
5823,195,147,1620
4986,14,0,0
5556,108,9,0
4984,24,9,0
11493,63,12,0
20164,67,12,0
5753,156,144,1620
5839,170,147,1620
5869,195,147,1620
5793,170,147,1620
5823,195,147,1620
5827,216,153,1620
23134,509,12,0
5555,109,9,0
463,0,0,0
830,40,36,81
665,47,39,81
932,47,39,81
686,40,36,81
961,40,36,81
791,47,39,81
467,15,0,0
467,15,0,0
481,32,9,0
604,17,9,0
677,21,9,0
3302,21,0,0
275,43,36,81
275,43,36,81
311,40,36,81
254,43,36,81
277,41,36,81
290,40,36,81
63,0,0,0
45,0,0,0
54,0,0,0
735,47,39,81
1002,47,39,81
808,57,45,81
764,33,15,0
1039,33,15,0
861,47,39,81
560,54,27,0
504,32,15,0
503,34,15,0
504,32,15,0
527,32,15,0
526,34,15,0
527,32,15,0
556,12,0,0
895,33,15,0
484,28,9,0
314,36,12,0
443,39,12,0
382,29,12,0
424,38,18,0
590,24,12,0
429,20,0,0
719,27,12,0
1608,9,9,0
534,0,0,0
109661,0,0,0
1398,18,9,0
718,14,0,0
786,0,0,0
1328,9,9,0
1215,0,0,0
1289,19,0,0
341,36,15,0
363,38,15,0
341,36,15,0
345,28,0,0
2009,0,0,0
643,9,9,0
559,9,9,0
339,9,9,0
732,36,36,81
732,36,36,81
256,36,36,81
229,0,0,0
226,0,0,0
725,9,9,0
597,9,9,0
217,9,9,0
894,0,0,0
770,9,9,0
647,9,9,0
666,36,36,81
551,9,9,0
16,0,0,0
257,21,9,0
230,13,9,0
128,13,9,0
614,25,12,0
526,18,0,0
4337,45,15,0
4337,45,15,0
4420,15,9,0
4892,30,9,0
5991,117,87,522
5332,36,12,0
4816,15,9,0
4003,17,9,0
4001,13,9,0
4239,19,9,0
3978,0,0,0
4005,13,9,0
4651,69,42,117
4651,69,42,117
4208,37,15,0
3977,1,0,0
3977,1,0,0
4677,9,9,0
4677,9,9,0
13858,265,162,2115
12163,329,180,2142
9919,311,174,2124
16910,444,279,3330
15117,372,261,3312
14359,302,177,2115
12172,138,0,0
11476,252,99,603
8364,183,63,387
13091,507,318,3447
11487,271,105,639
12642,370,225,2268
9235,246,99,639
10563,328,201,2196
8255,221,63,396
4677,9,9,0
699,69,45,81
719,70,42,81
737,70,42,81
719,70,42,81
737,70,42,81
1591,14,0,0
663,36,0,0
644,36,0,0
677,77,45,81
640,47,15,0
660,47,15,0
2784,78,18,0
1923,24,0,0
2130,17,0,0
673,17,9,0
971,71,48,81
906,58,42,81
883,51,39,81
694,59,42,81
665,51,39,81
532,44,36,81
4921,146,144,1620
1954,146,144,1620
1954,146,144,1620
1972,146,144,1620
1956,153,144,1620
4784,144,144,1620
4784,144,144,1620
4802,144,144,1620
4817,146,144,1620
1817,144,144,1620
1835,144,144,1620
1850,146,144,1620
1835,144,144,1620
1850,146,144,1620
1868,146,144,1620
3683,48,36,81
3685,40,36,81
3685,40,36,81
436,48,36,81
436,48,36,81
404,28,0,0
404,28,0,0
438,40,36,81
864,8,0,0
3600,99,48,135
2957,102,48,135
2934,65,42,135
3495,135,48,135
3617,69,42,135
2954,75,42,135
2612,53,0,0
2539,23,9,0
2013,52,36,81
2203,5,0,0
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
298403,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
292191,2916,2916,706401
