"0,2-d","1,2-d","3,2-d","4,2-d"
30,2,0,0
32,4,0,0
99,3,0,0
39,2,0,0
44,6,3,0
38,2,0,0
26,1,0,0
21,0,0,0
21,0,0,0
244,27,15,45
258,30,18,54
225,22,9,9
214,19,6,0
220,22,6,0
264,25,9,18
258,21,6,9
227,25,12,18
255,31,21,63
220,24,6,9
187,17,9,27
213,28,12,9
222,25,12,18
261,27,12,27
183,15,6,9
234,30,18,63
201,18,9,27
227,28,12,27
206,17,3,0
275,27,9,9
269,31,18,81
225,25,15,72
238,29,18,72
196,22,9,18
234,27,18,99
190,25,18,99
174,17,9,18
203,24,12,54
171,19,12,54
171,19,12,54
162,15,6,9
194,22,6,0
189,21,6,0
155,15,6,9
152,13,3,0
164,14,0,0
227,24,9,27
162,12,0,0
183,22,9,27
166,8,0,0
198,18,6,0
242,22,9,18
186,13,3,0
189,11,3,0
187,17,9,0
194,17,6,0
212,17,9,9
139,7,6,9
134,7,6,9
236,19,0,0
230,15,3,0
195,13,3,0
239,18,0,0
187,4,0,0
171,14,9,18
159,12,6,9
208,15,6,9
203,13,6,9
175,13,0,0
131,5,3,0
225,25,21,117
238,23,15,63
206,17,12,54
206,17,12,54
194,19,12,54
162,15,12,54
162,15,12,54
125,5,3,0
123,3,3,0
124,0,0,0
137,7,6,9
126,3,0,0
143,12,12,54
130,6,6,9
121,4,3,0
206,24,12,36
173,20,9,9
212,21,12,18
226,22,12,9
180,20,6,0
220,22,6,9
152,16,6,0
189,26,12,18
117,7,3,0
105,3,3,0
90,3,3,0
137,10,0,0
149,14,6,0
193,19,9,9
147,17,6,0
106,8,3,0
119,11,3,0
138,14,6,0
136,17,6,0
145,17,6,0
101,7,3,0
94,2,0,0
142,14,6,0
114,9,0,0
186,20,6,0
149,7,0,0
109,7,0,0
105,9,3,0
154,10,3,0
189,17,9,9
123,14,6,0
71,1,0,0
121,13,3,0
112,8,0,0
71,1,0,0
182,17,6,9
149,14,9,27
175,19,3,0
223,21,6,9
142,17,9,9
103,10,6,9
190,20,9,18
155,11,3,0
170,14,0,0
87,3,0,0
196,24,12,54
152,20,12,54
121,9,3,0
165,21,15,54
189,19,12,45
145,15,12,45
121,11,9,27
174,13,3,0
92,3,0,0
173,9,0,0
197,16,3,0
124,5,0,0
118,6,0,0
187,25,18,90
163,16,9,27
185,19,6,9
200,25,15,63
171,16,6,9
162,16,6,9
119,12,9,27
156,19,12,54
125,11,3,0
125,8,6,9
116,7,6,9
132,15,3,0
101,5,0,0
86,4,0,0
124,10,0,0
102,6,6,9
98,9,9,18
86,7,6,9
152,23,21,99
165,18,12,54
133,15,12,54
133,15,12,54
121,9,3,0
121,16,12,54
89,15,12,54
89,15,12,54
77,9,3,0
90,7,3,0
64,7,6,9
70,12,12,54
45,0,0,0
70,16,9,0
57,7,3,0
46,6,3,0
34,5,3,0
70,13,3,0
59,9,3,0
47,5,3,0
7,0,0,0
39,2,0,0
115,19,3,0
138,27,15,54
141,25,12,54
151,29,18,135
122,25,12,54
122,25,12,54
122,25,12,54
134,21,6,0
147,33,24,144
116,19,3,0
161,29,18,135
116,21,6,9
116,21,6,9
135,29,18,135
135,29,18,135
135,29,18,135
135,29,18,135
117,18,12,54
98,13,12,54
98,13,12,54
98,13,12,54
110,8,3,0
101,12,12,54
101,12,12,54
101,12,12,54
136,20,18,135
150,19,18,135
124,18,18,135
124,18,18,135
124,18,18,135
124,18,18,135
82,12,12,54
82,12,12,54
82,12,12,54
88,4,3,0
146,20,18,135
101,12,6,9
101,12,6,9
120,20,18,135
120,20,18,135
120,20,18,135
120,20,18,135
134,18,18,135
134,18,18,135
134,18,18,135
134,18,18,135
70,6,6,9
108,18,18,135
108,18,18,135
108,18,18,135
108,18,18,135
108,18,18,135
108,18,18,135
117,18,12,54
98,13,12,54
98,13,12,54
98,13,12,54
110,8,3,0
101,12,12,54
101,12,12,54
101,12,12,54
136,20,18,135
150,19,18,135
124,18,18,135
124,18,18,135
124,18,18,135
124,18,18,135
82,12,12,54
82,12,12,54
82,12,12,54
88,4,3,0
146,20,18,135
101,12,6,9
101,12,6,9
120,20,18,135
120,20,18,135
120,20,18,135
120,20,18,135
134,18,18,135
134,18,18,135
134,18,18,135
134,18,18,135
70,6,6,9
108,18,18,135
108,18,18,135
108,18,18,135
108,18,18,135
108,18,18,135
108,18,18,135
35,7,3,0
33,7,3,0
23,3,3,0
29,6,6,9
29,6,6,9
33,6,3,0
31,6,3,0
29,6,6,9
39,11,9,0
32,5,3,0
30,5,3,0
5,1,0,0
13,5,3,0
18,4,0,0
33,4,0,0
30,0,0,0
66,3,0,0
22,6,3,0
19,4,3,0
18,4,3,0
6,3,3,0
6,3,3,0
6,3,3,0
18,4,3,0
25,9,6,0
16,4,3,0
38,1,0,0
68,5,0,0
18,0,0,0
31,3,0,0
23,3,0,0
23,3,0,0
40,7,3,0
28,3,3,0
47,5,3,0
40,5,3,0
52,7,3,0
21,1,0,0
42,3,0,0
4,2,0,0
21,1,0,0
57,7,3,0
59,11,3,0
53,5,0,0
57,9,3,0
59,9,6,9
53,5,0,0
60,9,6,9
57,6,3,0
59,10,9,9
71,3,0,0
74,6,0,0
45,5,0,0
48,8,6,9
47,8,6,9
38,2,0,0
66,6,0,0
50,7,3,0
39,3,3,0
47,6,0,0
48,8,6,9
49,8,0,0
45,5,3,0
48,7,3,0
53,8,0,0
47,5,0,0
42,5,0,0
47,10,6,0
45,8,3,0
43,7,6,0
41,5,3,0
39,4,3,0
103,5,0,0
56,0,0,0
40,5,3,0
34,3,3,0
28,3,3,0
32,4,3,0
22,1,0,0
30,3,0,0
1,0,0,0
28,5,3,0
37,4,3,0
23,3,3,0
20,1,0,0
30,6,6,9
20,6,6,9
20,6,6,9
28,6,6,9
28,6,6,9
18,6,6,9
9,1,0,0
19,0,0,0
26,3,0,0
25,5,3,0
43,6,3,0
25,3,3,0
15,0,0,0
31,3,3,0
32,3,3,0
28,6,6,9
20,6,6,9
20,6,6,9
27,6,6,9
27,6,6,9
19,6,6,9
118,16,12,27
163,11,9,18
117,13,6,9
141,15,9,18
95,12,6,9
135,9,3,0
64,9,3,0
140,11,6,9
34,0,0,0
20,0,0,0
26,0,0,0
24,1,0,0
43,8,3,0
32,3,3,0
36,8,3,0
43,12,9,18
39,10,6,9
42,12,9,18
36,8,3,0
41,12,9,9
39,4,0,0
35,7,6,9
38,9,9,18
37,8,6,9
34,7,6,9
36,8,6,9
30,5,3,0
39,2,0,0
62,4,3,0
44,4,3,0
50,6,3,0
34,5,3,0
32,4,3,0
20,1,0,0
34,3,0,0
31,2,0,0
16,4,0,0
15,4,3,0
34,4,3,0
35,5,3,0
44,6,0,0
42,1,0,0
34,4,3,0
34,3,0,0
56,3,0,0
63,12,6,9
64,10,6,9
71,15,9,18
58,7,3,0
53,7,3,0
81,19,15,9
57,9,3,0
66,10,3,0
54,6,0,0
82,15,9,9
58,8,3,0
61,9,3,0
65,13,9,0
116,3,3,0
202,22,6,9
154,8,6,9
164,9,6,9
95,9,9,27
95,9,9,27
103,12,9,27
70,9,9,27
78,10,9,27
118,17,12,18
78,10,9,27
85,9,3,0
93,10,0,0
27,2,0,0
17,2,0,0
15,1,0,0
27,3,3,0
49,4,3,0
184,1,0,0
43,9,9,27
63,10,9,27
59,8,6,9
67,10,9,27
65,2,0,0
66,1,0,0
54,1,0,0
91,9,3,0
89,6,6,0
113,9,3,0
70,2,0,0
15,2,0,0
48,4,3,0
48,4,3,0
35,0,0,0
50,7,3,0
42,4,3,0
14,3,3,0
14,1,0,0
26,4,3,0
82,11,9,27
72,10,9,27
60,14,9,27
30,0,0,0
42,3,0,0
13,1,0,0
30,1,0,0
17,3,3,0
84,6,6,9
37,6,3,0
28,3,3,0
21,3,3,0
69,10,0,0
13,3,3,0
13,3,3,0
12,3,3,0
15,0,0,0
85,10,3,0
28,0,0,0
8,3,3,0
18,1,0,0
21,4,0,0
15,1,0,0
18,3,3,0
16,3,3,0
20,3,3,0
25,5,3,0
21,4,3,0
17,1,0,0
18,3,3,0
63,4,3,0
30,0,0,0
45,0,0,0
18,0,0,0
41,9,9,27
52,9,9,27
51,9,9,27
36,7,6,0
26,4,3,0
26,6,3,0
37,1,0,0
77,10,6,9
65,10,6,9
40,9,6,9
49,6,3,0
45,3,3,0
102,19,9,18
81,11,6,9
77,10,9,18
69,10,6,9
65,10,9,18
16,0,0,0
22,4,3,0
20,2,0,0
44,8,6,9
64,14,9,18
45,7,6,9
65,10,6,9
53,10,6,9
59,10,3,0
54,9,3,0
58,11,3,0
63,13,6,9
57,8,0,0
31,2,0,0
44,5,3,0
45,6,6,0
45,4,3,0
35,5,0,0
35,5,3,0
36,4,3,0
42,6,0,0
14,3,0,0
21,3,3,0
24,5,3,0
14,5,3,0
25,1,0,0
59,8,3,0
58,8,0,0
46,3,3,0
37,3,3,0
31,5,3,0
33,7,3,0
39,3,0,0
23,0,0,0
24,0,0,0
40,4,3,0
31,6,3,0
29,3,0,0
29,0,0,0
23,0,0,0
101,21,12,27
76,11,9,18
84,13,9,18
101,15,6,9
64,11,9,18
72,14,9,18
89,14,6,9
47,10,6,9
72,10,6,9
22,0,0,0
46,5,0,0
34,1,0,0
30,0,0,0
38,0,0,0
220,11,3,0
185,21,6,9
173,25,12,54
216,27,15,81
248,27,15,90
154,19,3,0
163,23,9,27
174,27,15,81
188,26,12,45
306,46,42,297
194,27,15,81
166,25,12,54
172,27,15,90
181,27,15,90
224,36,27,162
114,13,12,54
246,22,12,54
134,13,12,54
164,17,12,54
289,33,15,81
149,13,12,54
207,22,12,54
321,35,15,90
187,15,15,90
196,18,15,90
236,20,9,27
154,15,9,27
247,25,15,81
135,16,15,81
165,20,15,81
261,26,12,45
179,20,9,27
267,30,15,81
239,22,12,54
245,24,15,90
254,27,15,90
297,41,27,162
185,21,15,81
120,15,15,90
124,13,12,54
256,23,12,54
144,13,12,54
174,18,12,54
299,34,15,81
159,13,12,54
217,23,12,54
331,36,15,90
197,15,15,90
206,18,15,90
246,21,9,27
164,16,9,27
257,26,15,81
145,16,15,81
175,21,15,81
271,26,12,45
189,20,9,27
277,31,15,81
249,23,12,54
255,25,15,90
264,28,15,90
307,43,30,180
195,22,15,81
130,15,15,90
89,4,3,0
55,9,9,27
63,11,9,27
63,11,9,27
68,12,6,9
61,9,6,9
55,9,3,0
58,11,6,9
60,7,3,0
52,7,3,0
53,6,0,0
42,5,3,0
39,0,0,0
53,7,6,9
54,7,6,9
57,10,6,9
46,6,6,9
49,6,6,9
50,6,6,9
38,9,9,27
48,3,0,0
117,12,9,9
61,6,3,0
134,13,6,0
118,6,3,0
121,10,3,0
86,9,3,0
73,11,6,0
76,7,3,0
56,4,3,0
163,11,0,0
102,6,0,0
101,9,3,0
124,8,3,0
40,0,0,0
38,3,3,0
44,5,3,0
45,5,3,0
36,1,0,0
42,1,0,0
53,5,0,0
54,3,3,0
73,4,3,0
50,3,3,0
191,9,0,0
135,8,0,0
191,15,6,0
158,15,6,0
180,19,3,0
135,3,0,0
111,7,0,0
92,6,3,0
145,14,6,0
79,10,6,9
99,9,3,0
79,10,6,9
74,7,3,0
132,18,9,9
142,8,3,0
139,10,0,0
155,9,3,0
170,16,3,0
94,4,3,0
103,6,3,0
74,4,3,0
125,14,6,0
70,5,3,0
75,9,9,9
128,15,6,9
94,7,3,0
148,21,9,0
150,14,3,0
61,0,0,0
70,5,3,0
74,5,3,0
128,14,3,0
128,15,6,9
127,15,6,0
132,10,3,0
159,19,6,0
130,13,3,0
183,20,3,0
30,3,0,0
33,5,0,0
17,4,3,0
17,5,3,0
17,4,3,0
20,7,6,0
17,5,3,0
41,8,6,9
45,4,3,0
31,2,0,0
31,5,3,0
25,6,3,0
19,5,3,0
33,6,3,0
20,6,3,0
27,7,3,0
17,4,3,0
15,2,0,0
38,7,6,0
26,5,0,0
63,12,6,0
57,7,3,0
52,5,3,0
46,6,3,0
41,4,3,0
30,3,0,0
32,4,0,0
41,3,3,0
34,3,3,0
31,3,3,0
24,2,0,0
36,5,3,0
40,8,6,9
43,10,9,9
37,7,6,9
37,5,3,0
41,8,6,9
35,6,6,9
38,7,6,9
124,5,3,0
75,4,3,0
123,6,3,0
106,10,6,0
103,10,0,0
74,4,3,0
48,6,0,0
36,5,0,0
34,4,0,0
38,5,3,0
29,4,3,0
38,6,3,0
49,6,0,0
28,4,0,0
36,4,0,0
24,2,0,0
24,3,0,0
22,2,0,0
24,2,0,0
21,2,0,0
14,1,0,0
14,3,3,0
14,3,3,0
8,3,3,0
6,0,0,0
5,0,0,0
26,0,0,0
40,3,3,0
46,7,3,0
24,3,3,0
128,18,9,18
81,10,6,9
97,12,6,9
99,14,9,18
101,16,12,18
115,15,9,18
105,11,6,9
107,12,6,9
54,9,6,9
70,9,6,9
66,14,6,9
39,1,0,0
87,17,9,18
68,12,9,18
66,11,9,9
70,9,3,0
77,15,9,18
75,16,6,9
77,17,12,54
77,17,12,54
77,17,12,54
63,9,0,0
56,8,6,9
58,5,3,0
58,12,12,54
58,12,12,54
58,12,12,54
42,4,0,0
93,3,0,0
59,8,6,0
53,4,3,0
54,5,3,0
29,4,3,0
30,4,3,0
19,0,0,0
71,10,9,18
69,10,6,9
43,6,0,0
50,9,6,9
31,2,0,0
29,2,0,0
52,7,3,0
42,5,0,0
40,3,0,0
29,2,0,0
28,4,0,0
25,1,0,0
30,1,0,0
26,2,0,0
26,2,0,0
50,1,0,0
71,13,6,9
68,13,6,9
47,8,3,0
53,14,9,9
38,4,0,0
75,17,6,9
60,9,6,9
57,9,6,9
36,11,6,0
58,4,3,0
64,7,3,0
27,5,0,0
17,0,0,0
37,7,0,0
40,10,6,9
40,10,6,9
36,7,6,9
34,12,6,9
30,9,6,9
27,7,3,0
25,5,0,0
27,7,3,0
30,9,6,9
26,5,0,0
25,5,0,0
20,3,3,0
465,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
465,48,48,1080
465,48,48,1080
465,48,48,1080
465,48,48,1080
465,48,48,1080
465,48,48,1080
465,48,48,1080
465,48,48,1080
465,48,48,1080
465,48,48,1080
465,48,48,1080
465,48,48,1080
465,48,48,1080
465,48,48,1080
465,48,48,1080
176,6,6,9
177,7,6,9
173,7,6,9
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
464,48,48,1080
55,9,9,27
18,3,3,0
90,14,12,9
69,9,6,9
67,7,3,0
69,9,6,9
96,10,6,9
87,5,0,0
64,9,6,9
62,7,3,0
64,9,6,9
43,6,6,9
44,8,3,0
49,9,3,0
47,6,0,0
42,6,0,0
42,6,0,0
42,6,0,0
21,4,3,0
19,2,0,0
7,0,0,0
9,0,0,0
50,4,3,0
55,7,3,0
29,4,3,0
30,4,3,0
27,4,0,0
55,4,3,0
62,7,3,0
33,8,3,0
26,3,0,0
31,7,3,0
33,4,0,0
23,4,0,0
15,0,0,0
92,7,0,0
110,20,9,27
110,12,9,27
79,8,3,0
88,10,6,0
93,17,9,27
99,11,9,27
82,18,15,36
68,9,6,9
68,9,6,9
110,5,3,0
108,5,3,0
43,5,3,0
82,12,9,27
46,4,3,0
46,6,0,0
51,10,6,9
51,10,6,9
36,4,3,0
41,5,3,0
40,4,3,0
37,6,6,9
62,8,6,9
60,6,3,0
62,8,6,9
36,4,3,0
41,5,3,0
41,6,6,9
42,6,3,0
54,3,3,0
52,3,3,0
102,17,12,36
111,21,12,36
78,11,9,27
75,10,9,27
76,10,6,9
99,20,12,36
66,11,9,27
63,10,9,27
64,8,6,9
75,11,9,27
72,10,9,27
73,9,6,9
30,0,0,0
36,6,3,0
39,9,9,27
10,1,0,0
28,4,0,0
16,1,0,0
16,1,0,0
24,7,6,9
26,5,3,0
139,21,12,27
92,16,9,18
93,18,12,36
108,21,15,54
89,14,6,9
86,12,3,0
81,12,3,0
113,21,12,36
89,16,9,27
121,16,9,18
137,19,12,27
115,12,3,0
142,21,9,9
130,14,3,0
71,8,6,9
83,11,3,0
71,7,3,0
91,15,12,36
96,17,12,36
84,11,6,9
72,13,12,36
111,18,12,36
87,13,9,27
71,2,0,0
57,4,3,0
74,3,0,0
148,10,0,0
100,8,0,0
104,16,12,9
92,16,12,36
80,10,6,9
110,11,6,9
126,15,9,18
131,13,6,9
60,8,6,9
80,14,12,36
85,12,9,27
61,11,9,27
100,14,12,36
76,12,9,27
63,6,0,0
46,6,6,0
81,11,9,27
115,5,3,0
99,3,3,0
53,4,3,0
92,7,6,9
82,10,3,0
57,4,0,0
79,10,3,0
86,15,3,0
90,8,6,9
100,10,6,9
85,7,6,9
94,11,6,9
110,12,6,9
129,14,6,9
74,4,0,0
73,5,0,0
63,1,0,0
77,3,0,0
98,12,6,9
83,7,6,9
106,6,0,0
122,11,3,0
106,15,6,9
93,8,6,9
166,9,3,0
113,7,3,0
113,4,0,0
80,7,0,0
79,8,3,0
87,4,0,0
75,0,0,0
93,6,0,0
33,9,3,0
22,4,3,0
24,4,3,0
42,4,0,0
39,3,0,0
37,3,3,0
51,10,6,9
36,6,6,9
46,7,6,9
47,4,0,0
47,6,3,0
33,4,3,0
41,3,3,0
63,3,0,0
37,6,6,9
37,6,6,9
19,6,6,9
20,0,0,0
91,8,6,0
63,6,3,0
83,12,9,27
59,11,9,27
76,10,6,9
64,12,12,36
52,8,6,9
76,10,3,0
85,6,3,0
53,2,0,0
79,11,9,27
86,10,3,0
92,4,3,0
84,4,3,0
104,15,12,0
85,10,3,0
62,7,3,0
28,3,3,0
125,7,0,0
82,11,0,0
37,4,3,0
26,3,0,0
71,9,0,0
15,4,3,0
14,4,3,0
14,3,3,0
40,1,0,0
48,4,3,0
93,9,0,0
24,1,0,0
22,3,3,0
22,3,3,0
22,3,3,0
56,3,3,0
57,5,3,0
14,3,3,0
22,7,6,9
26,7,6,9
18,4,0,0
25,6,6,9
21,4,3,0
20,3,3,0
62,1,0,0
14,2,0,0
16,4,3,0
20,6,6,9
39,3,3,0
28,4,0,0
15,0,0,0
50,6,6,9
73,8,6,9
50,6,6,9
62,5,0,0
75,2,0,0
62,6,6,9
39,6,6,9
62,6,6,9
11,0,0,0
27,4,3,0
36,8,6,9
35,6,6,9
34,6,6,9
23,7,6,9
22,7,6,9
21,6,6,9
22,1,0,0
23,1,0,0
35,7,3,0
42,10,6,0
29,4,3,0
38,6,3,0
45,8,3,0
35,8,6,9
39,10,6,9
46,13,9,9
30,4,0,0
35,3,0,0
41,3,0,0
38,8,3,0
45,11,3,0
33,3,3,0
41,3,3,0
35,8,6,9
42,10,6,9
46,14,12,9
40,9,3,0
35,4,3,0
18,1,0,0
107,13,3,0
69,4,0,0
94,10,6,0
92,5,3,0
115,7,3,0
107,4,3,0
143,10,3,0
133,5,0,0
83,7,3,0
81,6,0,0
84,9,0,0
89,5,0,0
168,18,9,9
166,15,6,9
157,17,12,27
133,18,12,36
116,14,9,27
155,15,9,27
138,12,9,27
209,19,0,0
87,4,3,0
76,6,0,0
96,5,0,0
114,12,9,27
121,4,3,0
77,6,0,0
86,2,0,0
75,4,3,0
66,4,3,0
32,3,0,0
46,4,3,0
55,9,0,0
77,14,6,0
63,10,6,9
73,10,6,9
51,10,6,0
57,12,9,9
60,5,3,0
68,6,6,9
52,7,6,9
62,10,6,9
40,6,3,0
107,15,6,9
91,10,0,0
119,15,9,27
85,11,3,0
85,11,3,0
102,21,15,27
73,5,0,0
56,5,3,0
102,11,9,27
66,9,3,0
63,7,3,0
66,9,6,9
66,9,6,9
73,11,6,9
66,4,3,0
54,5,3,0
54,5,3,0
57,7,3,0
54,5,3,0
68,7,3,0
57,6,6,9
64,6,6,9
64,6,6,9
68,7,3,0
74,13,9,27
59,1,0,0
63,5,3,0
57,5,3,0
64,6,3,0
91,13,9,27
57,9,3,0
57,9,3,0
60,11,6,9
60,11,6,9
46,6,6,9
45,9,3,0
61,7,3,0
97,12,6,0
52,6,3,0
64,7,3,0
67,7,6,9
100,15,9,9
53,7,6,9
110,13,6,0
113,14,6,9
66,9,6,9
30,1,0,0
99,13,6,0
99,13,6,9
101,15,6,0
49,1,0,0
54,9,3,0
44,6,3,0
47,1,0,0
46,6,3,0
34,4,3,0
88,10,3,0
34,4,3,0
89,10,3,0
32,5,3,0
80,8,3,0
16,1,0,0
95,8,3,0
86,9,3,0
33,3,0,0
25,3,0,0
27,4,0,0
28,2,0,0
19,3,3,0
24,4,0,0
14,2,0,0
12,3,3,0
7,0,0,0
39,8,3,0
197,14,12,54
85,14,12,54
115,14,12,54
217,19,12,54
247,26,12,54
135,15,12,54
97,3,0,0
114,8,3,0
48,3,3,0
105,4,3,0
100,2,0,0
41,2,0,0
108,12,9,18
98,7,3,0
77,16,12,18
68,8,6,9
68,8,6,9
88,14,9,18
79,7,6,9
79,7,6,9
47,6,0,0
78,10,3,0
48,12,6,9
48,12,6,9
55,8,0,0
43,8,0,0
43,8,0,0
43,8,0,0
168,10,6,9
113,6,6,9
77,6,6,9
53,12,12,45
44,10,9,27
52,11,9,27
24,3,3,0
48,5,3,0
32,3,3,0
32,6,3,0
33,4,0,0
28,3,0,0
30,5,3,0
25,3,3,0
37,5,0,0
19,0,0,0
46,11,9,27
78,7,3,0
48,6,3,0
28,6,0,0
73,5,3,0
43,6,3,0
90,14,6,0
19,4,3,0
17,4,3,0
87,6,0,0
14,3,3,0
13,3,3,0
7,0,0,0
37,5,0,0
37,7,3,0
37,7,3,0
42,8,3,0
40,10,6,0
37,7,3,0
94,6,6,9
50,6,6,9
77,6,6,9
35,1,0,0
25,0,0,0
32,4,3,0
30,5,3,0
28,3,0,0
37,5,3,0
34,3,3,0
30,3,3,0
30,5,3,0
12,1,0,0
11,1,0,0
27,0,0,0
36,1,0,0
11,1,0,0
6,0,0,0
118,9,3,0
145,17,12,45
121,10,9,27
77,10,9,27
6,1,0,0
16,0,0,0
187,12,3,0
141,13,3,0
139,12,3,0
93,7,3,0
78,6,0,0
87,12,3,0
122,11,3,0
111,9,6,0
86,5,3,0
121,6,3,0
120,9,3,0
164,16,9,0
43,3,3,0
15,4,3,0
12,4,3,0
16,5,3,0
10,2,0,0
5,0,0,0
2,0,0,0
59,9,6,9
49,6,3,0
57,6,3,0
61,12,12,54
61,12,12,54
61,12,12,54
107,3,0,0
79,4,0,0
60,2,0,0
49,3,3,0
80,6,3,0
96,11,3,0
67,6,3,0
23,3,3,0
27,0,0,0
3,0,0,0
15,4,3,0
16,3,0,0
18,3,3,0
13,3,3,0
21,1,0,0
20,1,0,0
18,3,3,0
12,0,0,0
22,3,3,0
14,3,3,0
23,3,3,0
49,6,0,0
71,8,6,9
117,7,6,9
41,7,6,9
160,26,9,9
84,17,9,9
92,10,3,0
130,11,6,9
138,9,3,0
58,9,3,0
64,14,6,0
99,12,3,0
54,5,3,0
60,6,3,0
63,11,6,0
104,12,3,0
113,15,6,9
109,13,6,9
63,8,6,9
135,27,9,18
90,12,6,9
89,12,9,18
86,10,6,9
85,10,9,18
40,8,6,9
29,3,0,0
19,2,0,0
59,8,6,9
61,12,6,9
96,11,6,9
55,8,3,0
61,11,3,0
67,18,12,9
47,8,6,9
48,9,6,9
71,16,9,18
106,15,9,18
50,7,6,9
53,12,6,9
54,13,6,9
108,16,12,18
52,12,6,9
34,7,6,9
87,8,6,9
7,3,3,0
10,3,3,0
10,3,3,0
4,0,0,0
119,21,12,27
129,16,9,27
106,14,9,27
96,13,9,27
102,19,6,0
72,9,3,0
129,25,18,72
139,18,15,63
116,16,12,54
112,17,12,54
99,17,6,0
64,4,3,0
141,27,21,99
118,25,18,90
108,23,12,45
114,25,15,72
96,15,3,0
101,18,3,0
92,13,0,0
128,21,18,90
118,17,12,45
124,19,15,72
95,16,12,45
101,18,15,72
91,17,12,27
77,10,3,0
69,6,0,0
83,12,6,0
81,10,3,0
67,8,6,0
70,9,3,0
68,8,3,0
63,5,0,0
115,16,9,27
92,14,9,27
82,11,9,27
102,17,12,27
92,12,9,27
69,11,9,27
58,4,3,0
125,18,15,63
102,16,12,54
98,15,12,54
96,13,9,18
68,7,6,9
124,7,3,0
78,9,3,0
112,17,12,54
108,14,12,54
85,13,12,54
75,8,6,9
50,4,3,0
82,9,0,0
72,1,0,0
114,21,18,90
104,15,12,45
110,17,15,72
81,14,12,45
87,16,15,72
77,13,9,27
20,6,6,9
20,6,6,9
20,6,6,9
25,1,0,0
15,6,6,9
9,0,0,0
12,1,0,0
8,0,0,0
94,9,3,0
42,11,6,0
57,11,6,0
37,9,3,0
42,15,12,0
38,11,6,0
49,5,3,0
34,7,3,0
29,6,3,0
30,7,3,0
45,7,0,0
43,10,6,9
31,4,0,0
38,8,6,9
38,8,6,9
27,4,0,0
34,9,6,9
34,9,6,9
29,7,6,9
26,2,0,0
39,4,3,0
32,4,3,0
14,1,0,0
22,3,3,0
25,0,0,0
17,0,0,0
129,11,6,9
137,13,6,9
49,7,6,9
157,10,9,27
131,13,9,27
157,19,9,27
156,18,9,27
69,9,9,27
95,9,9,27
94,9,9,27
69,9,9,27
68,9,9,27
94,18,9,27
14,3,3,0
23,0,0,0
33,0,0,0
67,8,3,0
46,3,3,0
34,6,6,9
33,7,6,9
44,3,3,0
35,4,0,0
22,1,0,0
34,7,6,9
31,5,3,0
25,0,0,0
181,16,9,18
135,17,9,9
88,10,9,27
83,9,9,27
93,11,9,27
116,11,3,0
180,17,9,9
101,9,0,0
199,15,9,27
151,12,6,9
165,17,12,36
165,17,12,36
168,15,9,27
168,14,9,27
120,11,6,9
120,10,6,9
134,18,12,36
104,2,0,0
67,5,3,0
165,13,3,0
174,10,3,0
143,6,0,0
117,8,0,0
95,6,0,0
96,6,0,0
97,12,3,0
82,4,0,0
86,14,9,18
81,10,0,0
143,9,3,0
121,7,6,9
88,4,0,0
75,3,0,0
85,11,6,0
68,5,3,0
