"0,1-d","2,1-d","3,1-d","4,1-d"
47,8,10,0
49,12,35,18
47,4,5,0
43,8,25,18
39,2,0,0
35,0,0,0
56,2,0,0
64,4,5,0
50,6,5,0
46,4,5,0
37,2,0,0
43,8,20,9
38,2,0,0
41,0,0,0
35,2,0,0
34,0,0,0
35,2,0,0
47,4,5,0
43,4,5,0
34,0,0,0
39,6,15,9
34,0,0,0
33,4,0,0
29,2,0,0
33,2,0,0
32,4,0,0
32,2,0,0
53,6,0,0
40,0,0,0
46,0,0,0
64,2,0,0
44,6,15,9
49,4,5,0
40,4,5,0
39,2,0,0
38,4,0,0
35,0,0,0
27,0,0,0
28,2,0,0
28,2,0,0
28,2,0,0
28,2,0,0
28,2,0,0
28,2,0,0
29,0,0,0
77,20,85,72
68,24,120,108
73,26,155,216
62,24,125,198
48,8,30,36
61,24,70,45
65,16,45,18
60,12,30,0
53,8,20,9
60,10,10,0
62,8,5,0
50,0,0,0
55,2,0,0
72,18,55,18
83,20,55,36
47,6,15,9
46,4,5,0
59,8,5,0
72,20,115,207
56,4,0,0
54,16,100,198
59,0,0,0
50,4,5,0
48,2,0,0
70,2,0,0
57,8,25,18
49,4,0,0
71,18,80,108
49,10,50,90
49,10,50,90
47,6,15,9
47,4,5,0
50,6,15,9
48,6,5,0
47,6,15,9
48,0,0,0
46,4,5,0
44,0,0,0
50,2,0,0
57,16,65,54
62,20,90,63
59,4,5,0
59,4,5,0
54,14,35,9
41,4,5,0
49,12,25,0
57,4,0,0
61,12,20,0
72,16,50,18
54,16,30,0
61,8,20,9
40,10,15,0
37,2,0,0
39,2,0,0
40,8,10,0
60,18,50,18
42,4,5,0
35,2,0,0
41,2,0,0
34,2,0,0
42,2,0,0
35,2,0,0
33,0,0,0
35,2,0,0
37,0,0,0
35,4,5,0
53,18,75,81
42,6,15,9
29,6,5,0
28,8,30,36
25,2,0,0
41,14,40,18
45,16,50,27
63,16,45,27
37,4,5,0
27,6,15,9
30,4,5,0
33,2,0,0
25,2,0,0
39,8,5,0
47,16,70,99
33,8,30,36
46,12,50,63
38,6,5,0
38,4,0,0
68,14,30,9
50,10,10,0
57,22,105,162
39,14,80,144
33,8,30,36
36,4,0,0
33,4,5,0
41,6,15,9
36,10,10,0
34,4,0,0
56,20,80,108
37,6,15,9
34,6,15,9
45,2,0,0
43,0,0,0
31,4,0,0
30,2,0,0
30,2,0,0
46,8,25,18
46,16,90,171
28,16,90,171
22,4,5,0
31,8,25,18
45,12,55,90
23,10,50,90
23,10,50,90
29,2,0,0
19,2,0,0
20,4,5,0
21,6,15,9
7,0,0,0
20,0,0,0
35,8,15,0
37,8,15,0
30,4,5,0
25,4,5,0
16,4,5,0
18,0,0,0
16,0,0,0
14,0,0,0
14,0,0,0
14,0,0,0
15,2,0,0
15,2,0,0
14,0,0,0
15,4,5,0
30,2,0,0
37,0,0,0
14,2,0,0
10,2,0,0
9,0,0,0
8,0,0,0
17,0,0,0
4,0,0,0
37,36,185,414
27,4,5,0
35,12,55,90
37,10,50,90
36,14,105,315
23,10,50,90
23,10,50,90
26,10,50,90
39,6,10,0
39,18,120,324
25,4,5,0
43,14,105,315
25,6,15,9
25,6,15,9
25,14,105,315
25,14,105,315
25,14,105,315
25,14,105,315
28,4,5,0
36,12,55,90
38,10,50,90
37,14,105,315
24,10,50,90
24,10,50,90
27,10,50,90
40,6,10,0
40,18,120,324
26,4,5,0
44,14,105,315
26,6,15,9
26,6,15,9
26,14,105,315
26,14,105,315
26,14,105,315
26,14,105,315
19,0,0,0
6,2,0,0
7,0,0,0
4,0,0,0
2,0,0,0
17,6,5,0
17,2,0,0
14,2,0,0
15,4,5,0
16,6,15,9
16,6,5,0
16,6,15,9
15,4,5,0
16,6,15,9
22,8,15,0
19,8,15,0
15,4,5,0
11,4,0,0
8,4,0,0
10,2,0,0
10,8,5,0
7,4,5,0
10,2,0,0
7,4,5,0
17,2,0,0
10,4,0,0
19,2,0,0
3,2,0,0
10,2,0,0
47,2,0,0
20,2,0,0
15,4,5,0
14,4,5,0
12,4,5,0
6,0,0,0
6,4,5,0
7,4,5,0
6,4,5,0
13,6,10,0
6,4,5,0
10,6,10,0
23,0,0,0
12,0,0,0
27,0,0,0
25,2,0,0
48,2,0,0
48,2,0,0
25,2,0,0
29,8,0,0
30,2,0,0
23,2,0,0
24,0,0,0
31,4,5,0
30,4,5,0
24,4,5,0
23,2,0,0
42,2,0,0
23,2,0,0
22,0,0,0
40,8,10,0
23,2,0,0
22,0,0,0
36,8,15,0
12,2,0,0
24,4,0,0
33,4,5,0
36,6,15,9
17,2,0,0
12,0,0,0
26,2,0,0
9,2,0,0
9,2,0,0
5,0,0,0
6,0,0,0
5,0,0,0
23,4,0,0
4,2,0,0
4,0,0,0
52,12,10,0
51,10,20,9
45,4,0,0
32,8,15,9
38,6,0,0
41,2,0,0
35,4,5,0
33,4,5,0
29,4,0,0
34,8,15,9
31,4,5,0
30,8,20,9
35,12,5,0
28,4,5,0
29,2,0,0
34,12,10,0
31,2,0,0
28,2,0,0
32,2,0,0
30,2,0,0
26,0,0,0
30,8,15,0
26,0,0,0
29,6,10,0
28,4,5,0
41,2,0,0
63,4,0,0
37,2,0,0
47,2,0,0
42,4,5,0
34,0,0,0
35,4,5,0
27,2,0,0
34,4,5,0
28,4,5,0
34,4,5,0
32,2,0,0
30,4,5,0
31,0,0,0
30,4,0,0
32,0,0,0
27,2,0,0
27,2,0,0
34,2,0,0
29,0,0,0
4,2,0,0
4,2,0,0
5,2,0,0
15,2,0,0
8,2,0,0
8,2,0,0
25,4,5,0
11,4,5,0
19,4,5,0
19,2,0,0
15,6,15,9
24,6,15,9
11,6,15,9
11,6,15,9
10,4,0,0
9,2,0,0
18,2,0,0
8,2,0,0
23,8,10,0
13,2,0,0
29,4,5,0
15,2,0,0
30,4,5,0
12,4,5,0
14,2,0,0
11,4,5,0
10,4,5,0
26,4,5,0
14,6,15,9
20,6,15,9
12,6,15,9
13,6,15,9
9,2,0,0
20,4,5,0
45,0,0,0
59,10,35,27
36,14,45,27
59,8,25,18
41,6,15,9
48,4,5,0
40,2,0,0
24,4,5,0
23,0,0,0
23,0,0,0
21,2,0,0
26,0,0,0
26,2,0,0
22,2,0,0
21,2,0,0
21,2,0,0
21,2,0,0
32,4,5,0
24,2,0,0
27,4,5,0
27,14,35,18
20,4,5,0
26,2,0,0
28,2,0,0
23,2,0,0
24,8,25,18
22,6,15,9
23,8,25,18
20,4,5,0
22,8,20,9
18,0,0,0
18,0,0,0
47,2,0,0
38,6,5,0
18,2,0,0
20,2,0,0
33,4,5,0
23,4,5,0
17,4,5,0
23,0,0,0
14,0,0,0
15,0,0,0
14,2,0,0
28,6,5,0
22,0,0,0
19,0,0,0
25,2,0,0
29,6,0,0
15,2,0,0
18,6,5,0
18,4,0,0
15,4,5,0
14,2,0,0
25,6,5,0
22,0,0,0
41,2,0,0
22,0,0,0
26,4,5,0
40,0,0,0
25,6,5,0
28,2,0,0
33,2,0,0
28,10,25,18
36,12,30,9
31,4,5,0
26,4,0,0
46,10,20,9
32,2,0,0
25,4,5,0
45,16,50,18
28,8,15,0
25,2,0,0
29,4,5,0
44,6,15,9
25,0,0,0
50,8,20,9
47,8,30,36
31,8,30,36
48,12,35,18
53,10,20,9
26,2,0,0
32,8,30,36
38,14,35,18
62,4,5,0
26,2,0,0
35,4,5,0
35,10,30,36
25,4,0,0
23,4,0,0
7,2,0,0
10,2,0,0
6,0,0,0
13,0,0,0
20,4,5,0
17,4,5,0
26,4,5,0
37,4,0,0
20,8,30,36
18,6,15,9
23,8,30,36
32,10,40,45
27,4,5,0
23,2,0,0
31,2,0,0
24,0,0,0
41,4,0,0
46,2,0,0
12,2,0,0
11,2,0,0
14,2,0,0
13,2,0,0
23,6,10,0
36,6,5,0
31,6,10,0
15,2,0,0
14,4,0,0
35,6,5,0
24,2,0,0
30,4,5,0
14,4,5,0
14,4,5,0
23,2,0,0
17,4,0,0
14,2,0,0
19,4,5,0
15,4,5,0
21,2,0,0
17,2,0,0
34,8,30,36
27,10,40,45
25,10,30,36
23,2,0,0
25,2,0,0
27,4,0,0
22,2,0,0
18,2,0,0
7,2,0,0
10,4,0,0
7,4,5,0
12,2,0,0
14,0,0,0
28,2,0,0
12,2,0,0
7,2,0,0
18,6,15,9
32,4,5,0
28,2,0,0
13,4,5,0
11,4,5,0
35,8,30,36
31,6,15,9
38,4,5,0
37,6,0,0
40,6,15,9
32,4,5,0
31,0,0,0
31,6,15,9
28,2,0,0
20,0,0,0
26,4,5,0
25,4,5,0
45,2,0,0
16,4,5,0
14,4,5,0
20,0,0,0
26,2,0,0
14,4,5,0
14,4,5,0
17,2,0,0
12,4,5,0
11,2,0,0
15,2,0,0
15,6,15,9
41,6,5,0
19,4,5,0
10,0,0,0
8,2,0,0
19,2,0,0
14,2,0,0
5,0,0,0
7,4,5,0
6,4,5,0
9,2,0,0
22,4,0,0
36,2,0,0
23,4,0,0
25,2,0,0
24,2,0,0
21,4,5,0
24,4,5,0
23,4,5,0
21,2,0,0
37,0,0,0
25,4,5,0
21,2,0,0
21,4,5,0
28,6,5,0
19,0,0,0
29,2,0,0
7,4,5,0
6,0,0,0
5,0,0,0
40,4,5,0
27,0,0,0
20,2,0,0
33,2,0,0
19,2,0,0
28,6,5,0
21,4,5,0
29,8,30,36
23,8,30,36
31,8,30,36
19,2,0,0
24,0,0,0
27,2,0,0
21,2,0,0
7,2,0,0
18,6,10,0
19,6,10,0
21,2,0,0
10,4,5,0
20,2,0,0
21,8,15,9
33,4,5,0
37,8,25,18
27,8,25,18
18,2,0,0
16,6,5,0
21,6,15,9
12,2,0,0
18,8,25,18
13,4,5,0
12,2,0,0
20,8,25,18
30,6,15,9
29,10,35,27
16,6,15,9
23,4,5,0
17,4,5,0
37,16,40,18
20,4,5,0
18,2,0,0
24,6,15,9
30,6,10,0
19,6,5,0
23,4,0,0
20,6,10,0
22,4,5,0
19,2,0,0
32,6,5,0
16,2,0,0
9,0,0,0
18,4,5,0
11,4,5,0
18,0,0,0
17,8,5,0
28,4,0,0
17,0,0,0
5,2,0,0
47,10,20,9
30,4,5,0
35,4,5,0
29,8,5,0
25,2,0,0
26,2,0,0
26,2,0,0
26,2,0,0
34,4,5,0
28,4,5,0
29,8,5,0
32,2,0,0
39,2,0,0
27,2,0,0
25,2,0,0
37,0,0,0
29,4,5,0
25,2,0,0
28,2,0,0
27,2,0,0
36,10,35,27
26,10,35,27
17,8,25,18
19,8,25,18
27,6,15,9
18,2,0,0
11,0,0,0
15,0,0,0
14,2,0,0
26,4,5,0
3,0,0,0
29,8,15,0
33,10,15,9
28,4,0,0
35,4,0,0
31,4,0,0
26,0,0,0
25,2,0,0
29,2,0,0
24,0,0,0
27,0,0,0
24,2,0,0
24,2,0,0
27,0,0,0
24,2,0,0
23,0,0,0
17,0,0,0
9,0,0,0
8,2,0,0
3,0,0,0
41,4,5,0
42,4,5,0
38,4,5,0
44,36,255,558
47,6,15,9
31,10,50,90
41,12,70,144
50,12,75,180
21,4,5,0
30,8,30,36
26,12,70,144
36,12,55,72
58,30,235,549
34,12,70,144
24,10,50,90
27,12,75,180
28,12,75,180
45,20,135,279
53,6,15,9
37,10,50,90
48,2,0,0
47,12,70,144
56,12,75,180
27,4,5,0
36,8,30,36
32,12,70,144
42,10,45,63
64,32,250,576
40,12,70,144
30,10,50,90
33,12,75,180
34,12,75,180
51,22,150,306
32,6,10,0
25,0,0,0
27,4,5,0
27,4,5,0
26,2,0,0
28,8,30,36
29,8,30,36
32,12,45,45
36,12,30,9
32,4,5,0
28,8,10,0
29,6,15,9
35,4,5,0
24,4,5,0
28,0,0,0
27,2,0,0
31,8,15,9
23,2,0,0
24,0,0,0
25,6,15,9
29,6,15,9
29,2,0,0
24,4,5,0
28,6,15,9
24,2,0,0
13,8,30,36
16,8,30,36
15,2,0,0
30,2,0,0
36,14,55,36
31,6,10,0
56,8,10,0
37,4,5,0
46,8,20,9
36,12,25,0
31,0,0,0
28,6,10,0
27,0,0,0
31,4,5,0
31,6,10,0
29,4,5,0
57,10,5,0
42,6,10,0
59,6,5,0
29,2,0,0
35,2,0,0
30,4,5,0
33,2,0,0
39,4,0,0
32,4,5,0
33,4,0,0
37,8,10,0
30,2,0,0
34,0,0,0
29,2,0,0
29,0,0,0
29,2,0,0
35,0,0,0
38,2,0,0
17,8,30,36
23,6,5,0
23,2,0,0
28,4,5,0
36,8,20,9
31,4,0,0
17,4,5,0
34,4,5,0
79,12,15,0
89,4,0,0
55,2,0,0
50,6,5,0
50,6,10,0
48,12,25,9
68,14,20,0
48,4,5,0
39,2,0,0
41,6,10,0
41,2,0,0
50,4,5,0
41,8,20,9
49,8,15,0
38,2,0,0
39,4,5,0
42,6,5,0
38,2,0,0
41,8,20,9
39,4,5,0
55,6,15,9
54,4,5,0
42,6,10,0
51,2,0,0
42,4,5,0
54,8,15,0
45,4,5,0
62,22,50,9
62,12,20,0
15,0,0,0
28,6,0,0
14,4,5,0
14,2,0,0
16,6,10,0
12,4,5,0
17,8,10,0
24,6,15,9
17,6,15,9
31,4,5,0
14,4,5,0
18,0,0,0
18,2,0,0
33,2,0,0
21,6,5,0
54,0,0,0
21,8,10,0
17,0,0,0
19,4,5,0
20,0,0,0
18,2,0,0
17,0,0,0
17,0,0,0
32,6,10,0
21,6,5,0
24,2,0,0
27,8,10,0
17,0,0,0
13,4,0,0
4,0,0,0
45,8,10,0
30,6,10,0
36,8,5,0
31,4,5,0
34,4,5,0
30,0,0,0
22,2,0,0
25,2,0,0
29,4,5,0
26,4,5,0
25,0,0,0
24,2,0,0
25,2,0,0
25,2,0,0
29,8,20,9
26,4,5,0
28,6,15,9
29,8,20,9
27,6,15,9
36,4,5,0
51,8,10,0
41,4,5,0
33,6,0,0
36,6,10,0
24,4,5,0
32,6,5,0
23,6,5,0
31,8,0,0
19,0,0,0
20,4,0,0
23,6,0,0
20,0,0,0
21,2,0,0
25,4,0,0
19,2,0,0
21,6,0,0
21,4,0,0
18,2,0,0
13,0,0,0
12,0,0,0
17,2,0,0
11,2,0,0
19,4,5,0
12,4,5,0
13,2,0,0
12,4,5,0
9,0,0,0
10,2,0,0
12,2,0,0
11,2,0,0
17,2,0,0
10,2,0,0
8,2,0,0
4,0,0,0
28,2,0,0
38,2,0,0
21,2,0,0
17,2,0,0
25,4,5,0
19,4,5,0
18,4,5,0
12,0,0,0
38,8,25,18
51,16,60,45
23,8,25,18
25,10,30,18
34,8,25,18
55,0,0,0
27,6,15,9
28,6,15,9
23,0,0,0
28,2,0,0
27,2,0,0
16,0,0,0
16,0,0,0
37,12,30,18
36,20,75,108
30,8,25,18
30,8,20,9
18,2,0,0
22,10,50,90
22,10,50,90
25,10,50,90
22,2,0,0
38,4,5,0
26,0,0,0
25,0,0,0
30,4,5,0
25,8,5,0
37,4,0,0
22,6,15,9
54,2,0,0
31,0,0,0
44,6,10,0
25,6,10,0
19,4,5,0
17,0,0,0
19,2,0,0
20,4,5,0
18,2,0,0
13,0,0,0
39,8,25,18
33,10,25,18
32,6,0,0
33,8,20,9
33,8,5,0
24,6,0,0
24,2,0,0
21,2,0,0
21,2,0,0
23,4,0,0
24,2,0,0
26,2,0,0
23,6,0,0
21,2,0,0
21,2,0,0
21,2,0,0
28,2,0,0
28,2,0,0
45,2,0,0
17,2,0,0
25,2,0,0
15,0,0,0
21,0,0,0
29,10,20,9
31,6,15,9
26,6,15,9
22,6,10,0
23,12,25,9
13,2,0,0
37,4,5,0
18,0,0,0
14,2,0,0
21,2,0,0
21,0,0,0
13,2,0,0
23,6,5,0
23,8,15,9
21,12,20,9
22,12,15,9
14,6,15,9
17,2,0,0
12,2,0,0
13,4,5,0
12,2,0,0
13,4,5,0
30,2,0,0
40,34,680,6120
42,34,680,6120
31,6,15,9
26,6,15,9
27,6,15,9
39,34,680,6120
39,34,680,6120
39,34,680,6120
39,34,680,6120
39,34,680,6120
39,34,680,6120
39,34,680,6120
39,34,680,6120
39,34,680,6120
39,34,680,6120
40,34,680,6120
40,34,680,6120
39,34,680,6120
40,34,680,6120
39,34,680,6120
13,8,30,36
22,8,30,36
5,0,0,0
20,6,15,9
25,8,30,36
11,4,5,0
12,4,5,0
10,2,0,0
38,12,30,9
37,10,15,9
24,6,15,9
37,12,25,9
21,6,15,9
21,4,5,0
21,6,15,9
19,2,0,0
23,2,0,0
41,14,5,0
14,4,5,0
24,6,5,0
21,2,0,0
13,2,0,0
13,2,0,0
13,2,0,0
13,2,0,0
15,2,0,0
31,0,0,0
14,2,0,0
14,2,0,0
9,2,0,0
9,2,0,0
31,4,5,0
21,4,5,0
22,6,10,0
24,4,5,0
17,2,0,0
36,4,5,0
23,6,5,0
19,4,5,0
25,10,10,0
20,2,0,0
23,4,0,0
26,2,0,0
20,4,5,0
21,10,15,9
27,4,5,0
16,4,5,0
15,2,0,0
15,2,0,0
26,0,0,0
15,2,0,0
34,4,0,0
49,14,40,36
38,12,45,45
22,0,0,0
55,4,5,0
30,4,5,0
26,4,5,0
38,8,30,36
26,4,5,0
28,6,10,0
29,14,45,45
24,4,5,0
20,0,0,0
21,2,0,0
25,4,5,0
28,4,5,0
22,0,0,0
23,6,15,9
24,6,15,9
23,4,5,0
41,10,25,9
24,4,5,0
25,6,15,9
25,4,5,0
25,6,15,9
26,6,5,0
29,8,5,0
43,2,0,0
37,4,5,0
25,0,0,0
51,10,40,45
32,10,40,45
35,10,40,45
30,2,0,0
15,2,0,0
22,4,5,0
24,4,5,0
19,8,30,36
19,8,30,36
20,6,15,9
15,6,15,9
12,4,0,0
10,2,0,0
45,2,0,0
20,2,0,0
15,2,0,0
17,0,0,0
6,2,0,0
6,2,0,0
14,4,0,0
9,6,15,9
10,8,20,9
14,4,5,0
37,20,80,81
57,18,60,45
29,10,35,27
25,6,5,0
30,12,50,54
40,14,65,72
32,6,5,0
34,6,15,9
34,4,5,0
25,4,5,0
34,2,0,0
55,2,0,0
36,2,0,0
45,18,60,54
46,4,0,0
39,2,0,0
36,10,25,9
27,10,40,45
22,0,0,0
31,0,0,0
50,10,35,27
22,8,25,18
23,10,40,45
33,14,55,63
27,8,15,9
27,6,10,0
18,6,10,0
38,10,40,45
37,4,5,0
27,6,5,0
19,4,5,0
20,8,30,36
70,4,0,0
25,4,5,0
49,6,15,9
35,6,5,0
37,4,5,0
30,8,25,18
24,0,0,0
28,4,0,0
32,4,5,0
47,8,15,9
42,10,35,27
44,12,30,18
53,12,45,36
45,6,5,0
39,4,0,0
45,8,15,9
40,2,0,0
58,12,20,9
46,6,15,9
47,8,20,9
48,10,20,9
68,8,10,0
47,10,5,0
45,4,0,0
61,4,5,0
85,0,0,0
41,6,15,9
42,6,10,0
39,2,0,0
49,6,5,0
41,4,0,0
51,2,0,0
38,2,0,0
36,2,0,0
44,2,0,0
35,0,0,0
38,0,0,0
4,0,0,0
12,2,0,0
18,4,5,0
21,4,5,0
9,4,5,0
27,4,0,0
20,4,5,0
22,6,15,9
25,8,15,9
24,6,5,0
18,6,15,9
33,4,5,0
21,4,0,0
26,4,5,0
22,4,5,0
16,6,15,9
19,6,15,9
30,4,0,0
24,0,0,0
33,6,15,9
29,2,0,0
25,2,0,0
15,6,15,9
15,6,15,9
24,2,0,0
13,2,0,0
12,0,0,0
27,6,15,9
35,6,10,0
33,8,10,0
26,4,5,0
17,4,5,0
26,10,40,45
31,10,40,45
10,0,0,0
22,6,15,9
13,10,40,45
35,6,5,0
41,10,40,45
30,2,0,0
35,6,5,0
45,6,5,0
23,8,30,36
19,2,0,0
64,4,5,0
48,10,20,0
34,10,20,0
27,4,5,0
24,4,5,0
55,4,0,0
31,4,5,0
48,4,0,0
38,4,5,0
27,6,5,0
24,2,0,0
36,2,0,0
24,0,0,0
26,2,0,0
11,2,0,0
33,2,0,0
27,2,0,0
30,2,0,0
13,6,5,0
16,4,5,0
10,0,0,0
12,4,5,0
20,0,0,0
23,2,0,0
21,4,5,0
25,0,0,0
24,4,0,0
30,4,5,0
43,4,0,0
32,2,0,0
22,2,0,0
34,2,0,0
35,6,10,0
35,0,0,0
27,4,5,0
23,4,5,0
22,4,5,0
22,4,5,0
22,0,0,0
39,4,5,0
18,4,5,0
19,0,0,0
14,4,5,0
13,0,0,0
15,6,10,0
16,4,5,0
14,0,0,0
15,2,0,0
15,0,0,0
12,0,0,0
16,8,15,9
14,6,15,9
17,6,15,9
21,4,5,0
37,2,0,0
13,4,0,0
16,6,5,0
12,2,0,0
11,0,0,0
13,4,5,0
11,0,0,0
8,6,15,9
11,6,15,9
7,2,0,0
5,0,0,0
27,4,5,0
10,4,5,0
25,4,0,0
28,2,0,0
41,6,15,9
21,2,0,0
28,2,0,0
39,2,0,0
28,6,15,9
22,2,0,0
28,2,0,0
39,6,15,9
28,6,15,9
15,2,0,0
15,2,0,0
15,2,0,0
9,6,15,9
7,2,0,0
21,4,5,0
16,4,5,0
29,6,15,9
18,8,15,9
16,6,15,9
12,0,0,0
13,0,0,0
14,6,15,9
17,0,0,0
15,10,50,90
21,2,0,0
11,2,0,0
22,4,0,0
28,6,10,0
24,0,0,0
24,0,0,0
27,4,5,0
27,10,20,9
25,2,0,0
27,8,5,0
23,0,0,0
30,2,0,0
23,2,0,0
28,4,5,0
24,6,15,9
27,10,25,9
30,14,35,9
20,0,0,0
21,2,0,0
23,4,5,0
23,4,5,0
30,4,5,0
10,4,0,0
9,2,0,0
46,4,5,0
54,10,5,0
59,8,15,0
60,4,5,0
94,8,5,0
52,12,15,0
54,4,0,0
55,4,0,0
73,10,30,9
59,16,55,45
67,10,35,36
45,0,0,0
52,4,5,0
69,2,0,0
92,2,0,0
57,2,0,0
55,6,5,0
48,2,0,0
51,4,5,0
60,12,40,45
46,2,0,0
66,4,5,0
46,2,0,0
46,2,0,0
49,4,0,0
58,6,5,0
58,6,5,0
45,2,0,0
55,8,30,36
48,2,0,0
43,2,0,0
47,4,5,0
49,2,0,0
5,2,0,0
27,4,5,0
19,2,0,0
29,6,10,0
25,2,0,0
18,2,0,0
23,2,0,0
15,2,0,0
27,6,10,0
28,4,0,0
34,14,30,9
44,6,10,0
27,4,5,0
18,2,0,0
31,6,15,9
35,6,15,9
18,2,0,0
24,6,10,0
24,8,20,9
26,0,0,0
47,20,55,45
40,6,15,9
44,4,5,0
41,2,0,0
40,0,0,0
37,4,5,0
36,2,0,0
47,8,30,36
41,12,20,9
35,4,5,0
33,8,10,0
31,4,5,0
31,4,5,0
33,8,10,0
31,4,5,0
32,6,15,9
37,6,10,0
32,6,15,9
38,6,15,9
33,4,5,0
38,12,40,36
29,0,0,0
29,10,40,45
27,8,30,36
40,2,0,0
26,4,5,0
25,4,0,0
30,4,5,0
27,4,5,0
36,8,30,36
20,4,5,0
22,4,5,0
27,16,55,45
21,6,15,9
22,6,15,9
20,14,35,36
18,6,10,0
32,8,10,0
35,8,20,9
42,6,10,0
41,6,15,9
27,2,0,0
49,16,40,9
38,2,0,0
30,6,10,0
32,6,15,9
31,4,5,0
33,4,5,0
34,4,0,0
37,2,0,0
25,0,0,0
25,4,0,0
29,4,5,0
32,6,10,0
27,6,5,0
24,6,5,0
23,8,10,0
21,0,0,0
38,8,10,0
18,4,5,0
13,2,0,0
17,4,5,0
12,0,0,0
17,4,5,0
17,4,0,0
28,6,5,0
35,6,10,0
11,2,0,0
18,4,5,0
12,4,5,0
10,4,5,0
12,0,0,0
19,4,5,0
30,6,0,0
24,2,0,0
27,4,0,0
17,2,0,0
24,4,0,0
17,2,0,0
18,4,0,0
17,4,5,0
17,4,5,0
16,4,5,0
18,0,0,0
29,2,0,0
19,6,0,0
15,4,5,0
12,4,5,0
11,2,0,0
12,2,0,0
10,0,0,0
6,2,0,0
8,2,0,0
21,4,5,0
15,2,0,0
19,4,5,0
19,4,5,0
19,10,50,90
51,10,50,90
27,10,50,90
38,10,50,90
31,4,0,0
36,4,5,0
75,6,5,0
36,2,0,0
48,4,0,0
57,10,30,18
61,8,25,18
30,2,0,0
30,4,0,0
45,4,5,0
30,4,5,0
33,18,30,18
26,6,15,9
28,6,15,9
26,2,0,0
24,2,0,0
38,2,0,0
24,2,0,0
24,2,0,0
24,2,0,0
40,6,15,9
34,6,15,9
12,6,15,9
15,10,45,63
20,10,45,63
15,8,30,36
19,4,5,0
6,4,5,0
29,6,5,0
18,2,0,0
19,2,0,0
26,4,5,0
21,4,5,0
25,4,5,0
26,8,5,0
24,4,5,0
22,4,0,0
18,2,0,0
19,4,5,0
26,6,5,0
18,2,0,0
18,2,0,0
17,10,45,63
12,8,30,36
19,4,5,0
21,4,5,0
17,8,15,9
17,6,5,0
39,6,10,0
26,6,10,0
13,2,0,0
2,0,0,0
17,10,35,36
20,6,15,9
17,6,5,0
12,2,0,0
10,2,0,0
33,4,0,0
21,2,0,0
14,4,5,0
10,4,5,0
17,4,5,0
14,0,0,0
15,4,5,0
11,4,5,0
9,0,0,0
10,2,0,0
10,2,0,0
13,0,0,0
22,0,0,0
38,12,15,0
38,6,15,9
57,6,15,9
33,2,0,0
28,6,15,9
31,2,0,0
35,2,0,0
48,2,0,0
30,2,0,0
31,2,0,0
27,4,5,0
27,4,5,0
26,2,0,0
31,6,5,0
34,4,5,0
29,4,5,0
30,2,0,0
25,0,0,0
27,4,5,0
29,8,10,0
27,4,5,0
30,0,0,0
12,0,0,0
15,4,0,0
13,2,0,0
10,2,0,0
10,2,0,0
6,0,0,0
7,0,0,0
6,0,0,0
27,4,5,0
16,2,0,0
19,2,0,0
30,0,0,0
18,4,5,0
11,0,0,0
14,0,0,0
23,0,0,0
33,2,0,0
22,0,0,0
34,0,0,0
29,2,0,0
20,2,0,0
27,0,0,0
16,2,0,0
15,2,0,0
18,4,0,0
14,0,0,0
38,10,25,9
45,6,10,0
20,6,15,9
26,2,0,0
19,4,5,0
32,2,0,0
45,10,45,63
29,2,0,0
27,10,45,63
21,8,30,36
17,4,0,0
28,2,0,0
16,2,0,0
13,0,0,0
17,0,0,0
13,0,0,0
19,2,0,0
13,0,0,0
15,0,0,0
14,2,0,0
37,4,0,0
60,6,5,0
31,6,5,0
45,8,5,0
32,4,0,0
30,6,10,0
44,8,10,0
49,8,15,0
49,4,5,0
60,14,40,18
42,10,20,0
11,4,5,0
11,4,5,0
25,4,5,0
18,6,5,0
12,6,5,0
8,2,0,0
11,2,0,0
15,2,0,0
8,2,0,0
8,0,0,0
9,2,0,0
8,2,0,0
5,2,0,0
7,0,0,0
32,8,25,18
32,10,20,9
24,10,50,90
24,10,50,90
27,10,50,90
24,2,0,0
41,6,0,0
25,4,5,0
50,2,0,0
37,2,0,0
35,4,5,0
26,2,0,0
42,4,5,0
24,4,5,0
35,4,5,0
25,2,0,0
19,4,5,0
26,6,15,9
13,0,0,0
20,2,0,0
18,2,0,0
16,4,5,0
25,2,0,0
24,2,0,0
23,2,0,0
17,0,0,0
12,0,0,0
14,0,0,0
14,2,0,0
12,2,0,0
14,0,0,0
17,6,5,0
9,4,5,0
13,2,0,0
10,0,0,0
5,0,0,0
16,4,5,0
16,4,5,0
20,0,0,0
20,2,0,0
16,2,0,0
21,2,0,0
20,4,5,0
16,2,0,0
20,4,0,0
15,2,0,0
16,4,5,0
11,2,0,0
16,4,5,0
22,4,5,0
11,4,5,0
19,2,0,0
17,2,0,0
15,6,15,9
34,10,25,9
57,8,20,9
21,8,20,9
27,4,5,0
23,8,10,0
27,4,5,0
26,6,10,0
20,0,0,0
24,8,15,0
28,6,15,9
35,12,30,18
35,8,25,18
21,8,15,9
16,8,25,18
12,2,0,0
22,4,0,0
16,4,0,0
15,2,0,0
17,0,0,0
21,6,15,9
30,4,5,0
27,10,25,9
23,8,25,18
25,18,55,27
17,6,15,9
17,8,15,9
36,10,30,18
15,6,15,9
